,words,scores,casa_produttrice,category,decade
68,dog,1.0993899074188096,2010,animation,animation.txt
69,land,1.0580712161981545,2010,animation,animation.txt
70,ship,1.044669232186047,2010,animation,animation.txt
71,god,1.0403630013440932,2010,animation,animation.txt
72,hard,1.039411004898389,2010,animation,animation.txt
73,strange,1.0339377745626928,2010,animation,animation.txt
74,sir,1.0308877423565483,2010,animation,animation.txt
75,reach,1.0256990416713927,2010,animation,animation.txt
76,kid,1.0087250323226815,2010,animation,animation.txt
77,father,1.0080764323643,2010,animation,animation.txt
78,mountain,1.0055428055165194,2010,animation,animation.txt
79,huh,1.0018535049387052,2010,animation,animation.txt
80,eyes,1.001246329084802,2010,animation,animation.txt
81,head,0.992117571622122,2010,animation,animation.txt
82,fell,0.9904401565468705,2010,animation,animation.txt
83,la,0.9770107677259224,2010,animation,animation.txt
84,wish,0.973124923627962,2010,animation,animation.txt
85,guy,0.962117923876772,2010,animation,animation.txt
86,today,0.9504222894492448,2010,animation,animation.txt
87,ain,0.9477484363726946,2010,animation,animation.txt
88,queen,0.9435971415108109,2010,animation,animation.txt
89,em,0.931112646834344,2010,animation,animation.txt
90,ah,0.9296633077935454,2010,animation,animation.txt
91,mission,0.906270087639927,2010,animation,animation.txt
92,trying,0.9015462648141028,2010,animation,animation.txt
93,forget,0.8942856336503591,2010,animation,animation.txt
94,aah,0.8932726765906503,2010,animation,animation.txt
95,grow,0.8831552635950258,2010,animation,animation.txt
96,amazing,0.8777096217006655,2010,animation,animation.txt
97,ha,0.8768028151856252,2010,animation,animation.txt
0,buddy,5.603559351859792,2010,blue,blue.txt
1,bird,4.353530422500539,2010,blue,blue.txt
2,fly,4.043159704658866,2010,blue,blue.txt
3,kid,3.8734343531997855,2010,blue,blue.txt
4,guys,3.8691703680155727,2010,blue,blue.txt
5,feels,3.4278374505482025,2010,blue,blue.txt
6,mommy,3.0950817934144608,2010,blue,blue.txt
7,hi,2.8978856333612835,2010,blue,blue.txt
8,perfect,2.632889853521501,2010,blue,blue.txt
9,crazy,2.586609237642164,2010,blue,blue.txt
10,actually,2.505121063549797,2010,blue,blue.txt
11,save,2.5031880342722483,2010,blue,blue.txt
12,dance,2.4413119227941804,2010,blue,blue.txt
13,kids,2.401449234379533,2010,blue,blue.txt
14,moon,2.321366387235091,2010,blue,blue.txt
15,flying,2.250549993334707,2010,blue,blue.txt
16,uh,2.22329763600945,2010,blue,blue.txt
17,dad,2.214120558408644,2010,blue,blue.txt
18,kidding,2.2008206097083347,2010,blue,blue.txt
19,fun,2.194333678784725,2010,blue,blue.txt
20,awesome,2.188423632694872,2010,blue,blue.txt
21,nature,2.0608667120330564,2010,blue,blue.txt
22,final,2.0481484516350594,2010,blue,blue.txt
23,weird,2.022915544984193,2010,blue,blue.txt
24,sir,1.9999516859244568,2010,blue,blue.txt
25,girl,1.9959922151584368,2010,blue,blue.txt
26,inside,1.9822337925887663,2010,blue,blue.txt
27,mom,1.9365924014448013,2010,blue,blue.txt
28,hurt,1.9216555639710928,2010,blue,blue.txt
29,wow,1.864321858243636,2010,blue,blue.txt
30,forgot,1.8507199909280123,2010,blue,blue.txt
31,destroy,1.8449989062084344,2010,blue,blue.txt
32,low,1.7753649291952407,2010,blue,blue.txt
33,miss,1.7721116201066556,2010,blue,blue.txt
34,baby,1.7331921433413089,2010,blue,blue.txt
35,totally,1.7140626622345472,2010,blue,blue.txt
36,butt,1.7070262515676944,2010,blue,blue.txt
37,whoa,1.6430892380952755,2010,blue,blue.txt
38,happen,1.6346219545858658,2010,blue,blue.txt
39,guy,1.6079179833389463,2010,blue,blue.txt
40,mr,1.6033543197568445,2010,blue,blue.txt
41,dog,1.5953670425878457,2010,blue,blue.txt
42,excuse,1.589282504528562,2010,blue,blue.txt
43,talking,1.5486153540796201,2010,blue,blue.txt
44,die,1.5428489141861106,2010,blue,blue.txt
45,lady,1.5388501347927617,2010,blue,blue.txt
46,push,1.5181902167350254,2010,blue,blue.txt
47,cares,1.491137840284008,2010,blue,blue.txt
48,open,1.4465373592843749,2010,blue,blue.txt
49,happy,1.4390238075275956,2010,blue,blue.txt
50,arms,1.4371981953755508,2010,blue,blue.txt
51,wanna,1.4359963082466665,2010,blue,blue.txt
52,captain,1.4088201800774671,2010,blue,blue.txt
53,close,1.404373885846385,2010,blue,blue.txt
54,face,1.399594215321596,2010,blue,blue.txt
55,city,1.39684340826052,2010,blue,blue.txt
56,seconds,1.392424420316143,2010,blue,blue.txt
57,used,1.3901497768809068,2010,blue,blue.txt
58,biggest,1.3829741686858057,2010,blue,blue.txt
59,minute,1.3539088899646805,2010,blue,blue.txt
60,alive,1.3462103673781551,2010,blue,blue.txt
61,survive,1.334284253729342,2010,blue,blue.txt
62,king,1.2950999856823844,2010,blue,blue.txt
63,dude,1.2878835675584908,2010,blue,blue.txt
64,pop,1.2847296577777871,2010,blue,blue.txt
65,daddy,1.28429115215391,2010,blue,blue.txt
66,game,1.2794580986743092,2010,blue,blue.txt
67,honey,1.2780472475261109,2010,blue,blue.txt
68,loves,1.2703668005871531,2010,blue,blue.txt
69,amazing,1.2550381568409128,2010,blue,blue.txt
70,tree,1.2299420442396989,2010,blue,blue.txt
71,eyes,1.2029947402258416,2010,blue,blue.txt
72,friend,1.200373192487458,2010,blue,blue.txt
73,possibly,1.1914209936404052,2010,blue,blue.txt
74,cool,1.1543141556603618,2010,blue,blue.txt
75,gotta,1.1481641918476493,2010,blue,blue.txt
76,head,1.128492853211569,2010,blue,blue.txt
77,ain,1.1064564340288645,2010,blue,blue.txt
78,end,1.07642179476729,2010,blue,blue.txt
79,huh,1.075286402395347,2010,blue,blue.txt
80,father,1.0713720642663274,2010,blue,blue.txt
81,dancing,1.0544191111438657,2010,blue,blue.txt
82,sounds,1.0527827679256134,2010,blue,blue.txt
83,greatest,1.0466280933729497,2010,blue,blue.txt
84,car,1.0442114560147626,2010,blue,blue.txt
85,pretty,1.0411145820506928,2010,blue,blue.txt
86,trying,1.0411000047007832,2010,blue,blue.txt
87,ya,1.0375993424473298,2010,blue,blue.txt
88,ooh,1.037212797538437,2010,blue,blue.txt
89,pressure,1.0370237114039844,2010,blue,blue.txt
90,mister,1.0275642855981746,2010,blue,blue.txt
91,team,1.0257644641379826,2010,blue,blue.txt
92,ugly,1.0214415505604115,2010,blue,blue.txt
93,extra,1.0161298219657011,2010,blue,blue.txt
94,chicken,1.009099839511964,2010,blue,blue.txt
95,rules,0.9999934443937678,2010,blue,blue.txt
96,lost,0.9917503533344408,2010,blue,blue.txt
97,hmm,0.9817661543542651,2010,blue,blue.txt
0,papa,2.0100673671597957,2010,disney,disney
1,dr,2.008120994584233,2010,disney,disney
2,uh,1.936855831542749,2010,disney,disney
3,dad,1.8424991933345736,2010,disney,disney
4,guys,1.7965007044107533,2010,disney,disney
5,dog,1.6788421962814954,2010,disney,disney
6,dogs,1.6309150746101195,2010,disney,disney
7,cat,1.6220230669611757,2010,disney,disney
8,race,1.5994257178365994,2010,disney,disney
9,god,1.5740123416951413,2010,disney,disney
10,hell,1.5457928239351886,2010,disney,disney
11,mommy,1.5419307121623238,2010,disney,disney
12,mama,1.532491525468526,2010,disney,disney
13,truck,1.5276415459379857,2010,disney,disney
14,team,1.4784363314852476,2010,disney,disney
15,mr,1.4729545764281486,2010,disney,disney
16,ya,1.4500556439515455,2010,disney,disney
17,mom,1.4168283354627509,2010,disney,disney
18,monster,1.3784893950391481,2010,disney,disney
19,city,1.3717158071907332,2010,disney,disney
20,ain,1.371286807757654,2010,disney,disney
21,honey,1.3683981100469729,2010,disney,disney
22,whoa,1.3677755876756896,2010,disney,disney
23,north,1.3558022745556941,2010,disney,disney
24,mission,1.3335956050380544,2010,disney,disney
25,dance,1.3229290976096861,2010,disney,disney
26,hero,1.2901747990190633,2010,disney,disney
27,kid,1.2882152514770042,2010,disney,disney
28,human,1.2773802577240092,2010,disney,disney
29,gotta,1.2656312820166482,2010,disney,disney
30,kids,1.2545436859335488,2010,disney,disney
31,eggs,1.2411212885332947,2010,disney,disney
32,captain,1.2374682109147743,2010,disney,disney
33,daddy,1.2145702952376491,2010,disney,disney
34,buddy,1.206382940375656,2010,disney,disney
35,yo,1.179883454803905,2010,disney,disney
36,awesome,1.1794939764232937,2010,disney,disney
37,machine,1.178970608209328,2010,disney,disney
38,star,1.1785443421987378,2010,disney,disney
39,outta,1.174361240753449,2010,disney,disney
40,dude,1.1688672251557026,2010,disney,disney
41,west,1.1609862085559173,2010,disney,disney
42,doctor,1.160922703742719,2010,disney,disney
43,rock,1.1400669814530957,2010,disney,disney
44,ball,1.1394061229016448,2010,disney,disney
45,security,1.1287800268790884,2010,disney,disney
46,em,1.1269908717563852,2010,disney,disney
47,children,1.1123419586110936,2010,disney,disney
48,war,1.104301404840926,2010,disney,disney
49,guy,1.0723646157982636,2010,disney,disney
50,animal,1.0692791715872638,2010,disney,disney
51,nature,1.0519370557614782,2010,disney,disney
52,money,1.0461926592462465,2010,disney,disney
53,men,1.0418634734789602,2010,disney,disney
54,king,1.0409455358698965,2010,disney,disney
55,rescue,1.0310530166969287,2010,disney,disney
56,survive,1.0294995947210792,2010,disney,disney
57,baby,1.0252284698937353,2010,disney,disney
58,tail,1.0238393761762337,2010,disney,disney
59,track,1.0222473181782925,2010,disney,disney
60,cake,1.02113758716834,2010,disney,disney
61,message,1.006537787329908,2010,disney,disney
62,chicken,1.0044563115235514,2010,disney,disney
63,space,0.9991151878237196,2010,disney,disney
64,brother,0.9972733360422572,2010,disney,disney
65,animals,0.993137893964896,2010,disney,disney
66,shop,0.9901457827555876,2010,disney,disney
67,cheese,0.9890990596905996,2010,disney,disney
68,stars,0.9888253733896668,2010,disney,disney
69,dress,0.9882296954701972,2010,disney,disney
70,peace,0.9846184985909728,2010,disney,disney
71,giant,0.9783758042123472,2010,disney,disney
72,sir,0.977789737437684,2010,disney,disney
73,wow,0.9751577455980112,2010,disney,disney
74,field,0.97324733058454,2010,disney,disney
75,win,0.9714863466238556,2010,disney,disney
76,store,0.9653811538781352,2010,disney,disney
77,hi,0.9575224958266606,2010,disney,disney
78,fellas,0.946668212034802,2010,disney,disney
79,escape,0.9391217502670052,2010,disney,disney
80,sky,0.9390972210738368,2010,disney,disney
81,000,0.9356906042823347,2010,disney,disney
82,fly,0.9261871214127824,2010,disney,disney
83,game,0.9255534426997628,2010,disney,disney
84,number,0.9213853078722763,2010,disney,disney
85,leg,0.9160536131815928,2010,disney,disney
86,town,0.9092481161674248,2010,disney,disney
87,normal,0.9091836947888844,2010,disney,disney
88,stole,0.9082669857831576,2010,disney,disney
89,partner,0.8978375775628018,2010,disney,disney
90,butt,0.8969871797513485,2010,disney,disney
91,driving,0.8966044239001415,2010,disney,disney
92,protect,0.8952685578451862,2010,disney,disney
93,party,0.8833715203275075,2010,disney,disney
94,country,0.8824249170646522,2010,disney,disney
95,sell,0.8777582534737094,2010,disney,disney
96,green,0.8773597013117933,2010,disney,disney
97,seriously,0.8762175350082333,2010,disney,disney
0,god,3.921207969498832,2010,disney,disney
1,father,3.5061594225817045,2010,disney,disney
2,promise,3.497862440146656,2010,disney,disney
3,survive,3.3310516610390497,2010,disney,disney
4,happening,2.8617249180829734,2010,disney,disney
5,safe,2.830715799817893,2010,disney,disney
6,bear,2.7975075266007545,2010,disney,disney
7,marry,2.5150764904360976,2010,disney,disney
8,girl,2.4572615865462244,2010,disney,disney
9,king,2.4208827315408357,2010,disney,disney
10,fear,2.3736868726791167,2010,disney,disney
11,return,2.3616996291903023,2010,disney,disney
12,wife,2.320801838180006,2010,disney,disney
13,choose,2.2026689883901325,2010,disney,disney
14,missing,2.2006419863715787,2010,disney,disney
15,inside,2.153164988585587,2010,disney,disney
16,uh,2.0753352242970835,2010,disney,disney
17,queen,2.0729709629704978,2010,disney,disney
18,shall,2.021345473268716,2010,disney,disney
19,dad,1.9809785860889084,2010,disney,disney
20,loved,1.9731112927209165,2010,disney,disney
21,wanted,1.9708142959525632,2010,disney,disney
22,child,1.9606120080990368,2010,disney,disney
23,travel,1.9037757866531648,2010,disney,disney
24,entire,1.8671951511494853,2010,disney,disney
25,husband,1.8548701914587895,2010,disney,disney
26,meet,1.83690012239736,2010,disney,disney
27,actually,1.8001039042872358,2010,disney,disney
28,daughter,1.7764294251311417,2010,disney,disney
29,met,1.7590507099816128,2010,disney,disney
30,ruin,1.7144319243960635,2010,disney,disney
31,ask,1.6862555447564034,2010,disney,disney
32,standing,1.6565936430733261,2010,disney,disney
33,saying,1.636320752075037,2010,disney,disney
34,um,1.6187259896490578,2010,disney,disney
35,hell,1.605028734492327,2010,disney,disney
36,mr,1.5638968135136873,2010,disney,disney
37,mom,1.5553077282170849,2010,disney,disney
38,choice,1.5468931714262175,2010,disney,disney
39,blood,1.5334201126639575,2010,disney,disney
40,war,1.5308661060741733,2010,disney,disney
41,guys,1.5302694498890503,2010,disney,disney
42,definitely,1.527397820346874,2010,disney,disney
43,trust,1.5231708024622568,2010,disney,disney
44,whoa,1.5062549804300238,2010,disney,disney
45,seeing,1.467586761225682,2010,disney,disney
46,live,1.4619103266757572,2010,disney,disney
47,speak,1.4533396618321657,2010,disney,disney
48,brother,1.4503378637884232,2010,disney,disney
49,tea,1.4469818108892878,2010,disney,disney
50,wake,1.4342758720961148,2010,disney,disney
51,leaving,1.4251099249556038,2010,disney,disney
52,sir,1.4052921037970922,2010,disney,disney
53,known,1.3899167140425055,2010,disney,disney
54,true,1.385833904057069,2010,disney,disney
55,captain,1.3759476036691085,2010,disney,disney
56,forever,1.3693366809676466,2010,disney,disney
57,joke,1.364147284982456,2010,disney,disney
58,favorite,1.3559206790481566,2010,disney,disney
59,happen,1.329799190186352,2010,disney,disney
60,asked,1.3202890978717374,2010,disney,disney
61,enjoy,1.3144958020553479,2010,disney,disney
62,possible,1.3004952815931885,2010,disney,disney
63,decide,1.2518967575290447,2010,disney,disney
64,dog,1.2484155882022503,2010,disney,disney
65,story,1.2341606980056332,2010,disney,disney
66,family,1.2285027193100209,2010,disney,disney
67,flowers,1.2085909465550992,2010,disney,disney
68,news,1.204555846525856,2010,disney,disney
69,called,1.1994547938516362,2010,disney,disney
70,ears,1.197875793675256,2010,disney,disney
71,respect,1.177575722189261,2010,disney,disney
72,moment,1.1669358096816338,2010,disney,disney
73,having,1.155609356188585,2010,disney,disney
74,gift,1.1419535334395663,2010,disney,disney
75,sister,1.1401335526320904,2010,disney,disney
76,space,1.12097759080394,2010,disney,disney
77,given,1.1139689216007178,2010,disney,disney
78,team,1.1037870523064002,2010,disney,disney
79,gotta,1.1005163581392083,2010,disney,disney
80,working,1.0497160755429098,2010,disney,disney
81,wanna,1.0443120546463351,2010,disney,disney
82,car,1.030244927615952,2010,disney,disney
83,deserve,1.020758691662603,2010,disney,disney
84,far,1.011251985636801,2010,disney,disney
85,felt,1.0111825828903562,2010,disney,disney
86,ya,1.0047267660389714,2010,disney,disney
87,plan,0.9824422640315872,2010,disney,disney
88,years,0.9795496594158368,2010,disney,disney
89,ooh,0.9785886242294146,2010,disney,disney
90,quickly,0.9779317266938072,2010,disney,disney
91,papa,0.9757546888558828,2010,disney,disney
92,cost,0.9659682463559665,2010,disney,disney
93,hmm,0.9488935779459065,2010,disney,disney
94,ship,0.948369080722822,2010,disney,disney
95,kid,0.9441946282725678,2010,disney,disney
96,took,0.908337652820842,2010,disney,disney
97,small,0.907745803789912,2010,disney,disney
0,nope,5.107074123854066,2010,disney,disney.txt
1,guy,4.870927649675628,2010,disney,disney.txt
2,kidding,3.6403995951658303,2010,disney,disney.txt
3,power,3.0375104797562744,2010,disney,disney.txt
4,fix,2.9864799749152517,2010,disney,disney.txt
5,train,2.9209216291138613,2010,disney,disney.txt
6,monster,2.876227585778812,2010,disney,disney.txt
7,sweetie,2.784193284106689,2010,disney,disney.txt
8,breathe,2.7747918315084723,2010,disney,disney.txt
9,dream,2.7354633876132586,2010,disney,disney.txt
10,different,2.735309662652023,2010,disney,disney.txt
11,safe,2.703271211907651,2010,disney,disney.txt
12,roll,2.681693695874168,2010,disney,disney.txt
13,guys,2.6181855096635993,2010,disney,disney.txt
14,mission,2.6160268522929293,2010,disney,disney.txt
15,leaves,2.412065018812678,2010,disney,disney.txt
16,kid,2.230352452322492,2010,disney,disney.txt
17,amazing,2.2193614952620395,2010,disney,disney.txt
18,heading,2.123449322382469,2010,disney,disney.txt
19,uh,2.1057911168709658,2010,disney,disney.txt
20,loved,2.075163250856854,2010,disney,disney.txt
21,close,2.0717901160806207,2010,disney,disney.txt
22,sky,2.0445651979204293,2010,disney,disney.txt
23,dad,2.0114344786627907,2010,disney,disney.txt
24,whoa,1.9809697702320987,2010,disney,disney.txt
25,open,1.9728043987014448,2010,disney,disney.txt
26,buddy,1.9650817849683464,2010,disney,disney.txt
27,mama,1.9156970666055435,2010,disney,disney.txt
28,honey,1.8559025624499208,2010,disney,disney.txt
29,magic,1.7984033144408118,2010,disney,disney.txt
30,asking,1.7602206670322618,2010,disney,disney.txt
31,broke,1.7582111198341344,2010,disney,disney.txt
32,saying,1.7440326973585534,2010,disney,disney.txt
33,deal,1.7177748157355532,2010,disney,disney.txt
34,welcome,1.7088877152296145,2010,disney,disney.txt
35,mom,1.5857636207909676,2010,disney,disney.txt
36,cool,1.5596658550808018,2010,disney,disney.txt
37,ooh,1.5534403844299574,2010,disney,disney.txt
38,favorite,1.5482201078830178,2010,disney,disney.txt
39,perfect,1.5402529627756982,2010,disney,disney.txt
40,wow,1.5270173719605822,2010,disney,disney.txt
41,papa,1.4585902370662889,2010,disney,disney.txt
42,captain,1.4064034962429912,2010,disney,disney.txt
43,mr,1.394926147127456,2010,disney,disney.txt
44,forever,1.3295656396163953,2010,disney,disney.txt
45,space,1.307742838302928,2010,disney,disney.txt
46,stuck,1.2923029370386507,2010,disney,disney.txt
47,absolutely,1.2918936669681111,2010,disney,disney.txt
48,queen,1.2775887106030617,2010,disney,disney.txt
49,actually,1.2673306332581151,2010,disney,disney.txt
50,loves,1.2511320048572012,2010,disney,disney.txt
51,awesome,1.2193046951340976,2010,disney,disney.txt
52,king,1.2098808211981134,2010,disney,disney.txt
53,hi,1.1756411549814596,2010,disney,disney.txt
54,pretend,1.1480359659733377,2010,disney,disney.txt
55,trying,1.1416074550567503,2010,disney,disney.txt
56,whoo,1.1319452243686925,2010,disney,disney.txt
57,gotta,1.1309722507130908,2010,disney,disney.txt
58,genius,1.1242463406634788,2010,disney,disney.txt
59,clear,1.122392963231762,2010,disney,disney.txt
60,weird,1.1223291561437347,2010,disney,disney.txt
61,sleep,1.0994339093044612,2010,disney,disney.txt
62,test,1.066807078739037,2010,disney,disney.txt
63,monkey,1.050203325359096,2010,disney,disney.txt
64,alive,1.0500099503188,2010,disney,disney.txt
65,knew,1.046316541752182,2010,disney,disney.txt
66,car,1.041794772180287,2010,disney,disney.txt
67,stuff,1.040846586422787,2010,disney,disney.txt
68,ya,1.035182658612854,2010,disney,disney.txt
69,mountain,1.022598117925304,2010,disney,disney.txt
70,wanna,1.0157948697153394,2010,disney,disney.txt
71,dogs,1.0069610503027278,2010,disney,disney.txt
72,dog,1.0061471768389745,2010,disney,disney.txt
73,rise,1.0046898624501064,2010,disney,disney.txt
74,hmm,1.0010391084694064,2010,disney,disney.txt
75,huh,0.9832381208082106,2010,disney,disney.txt
76,ship,0.9796318274649028,2010,disney,disney.txt
77,god,0.9745187424547512,2010,disney,disney.txt
78,sir,0.9650434834672064,2010,disney,disney.txt
79,forest,0.9627633683262852,2010,disney,disney.txt
80,sign,0.9626076090182708,2010,disney,disney.txt
81,return,0.960919013258774,2010,disney,disney.txt
82,father,0.942232173474958,2010,disney,disney.txt
83,fear,0.9170950602020628,2010,disney,disney.txt
84,la,0.9111665088365806,2010,disney,disney.txt
85,biggest,0.9029081432388386,2010,disney,disney.txt
86,teeth,0.8981600281885525,2010,disney,disney.txt
87,scared,0.8862432779136974,2010,disney,disney.txt
88,folks,0.8833952657063597,2010,disney,disney.txt
89,ain,0.8819041774833527,2010,disney,disney.txt
90,kids,0.8752326781009632,2010,disney,disney.txt
91,fun,0.8665138953108633,2010,disney,disney.txt
92,em,0.8652683879450023,2010,disney,disney.txt
93,ah,0.8614056849334792,2010,disney,disney.txt
94,crazy,0.8611530888296438,2010,disney,disney.txt
95,um,0.8571435384968427,2010,disney,disney.txt
96,ha,0.8509716617749277,2010,disney,disney.txt
97,family,0.8430871486367526,2010,disney,disney.txt
0,baby,6.003389989715825,2010,dreamworks,dreamworks.txt
1,seriously,5.1645830436550595,2010,dreamworks,dreamworks.txt
2,awesome,4.366454022726356,2010,dreamworks,dreamworks.txt
3,prepare,3.3153578956057568,2010,dreamworks,dreamworks.txt
4,cute,3.2881403910755544,2010,dreamworks,dreamworks.txt
5,feels,3.231858474871773,2010,dreamworks,dreamworks.txt
6,horrible,3.2199593249448872,2010,dreamworks,dreamworks.txt
7,fear,2.84841629058304,2010,dreamworks,dreamworks.txt
8,destroy,2.7501205233529475,2010,dreamworks,dreamworks.txt
9,guys,2.6954890490019667,2010,dreamworks,dreamworks.txt
10,wow,2.667061074183601,2010,dreamworks,dreamworks.txt
11,death,2.6469182244835467,2010,dreamworks,dreamworks.txt
12,rock,2.601097395953805,2010,dreamworks,dreamworks.txt
13,dad,2.439208895844596,2010,dreamworks,dreamworks.txt
14,monster,2.3648609373494915,2010,dreamworks,dreamworks.txt
15,hole,2.291524294759133,2010,dreamworks,dreamworks.txt
16,cool,2.249362774499261,2010,dreamworks,dreamworks.txt
17,stuff,2.2322241190165637,2010,dreamworks,dreamworks.txt
18,anymore,2.2160066264692504,2010,dreamworks,dreamworks.txt
19,uh,2.1464610515012907,2010,dreamworks,dreamworks.txt
20,daddy,2.1151858382360498,2010,dreamworks,dreamworks.txt
21,fly,2.113850140565128,2010,dreamworks,dreamworks.txt
22,turns,2.0915266565455903,2010,dreamworks,dreamworks.txt
23,danger,1.9992309239072732,2010,dreamworks,dreamworks.txt
24,normal,1.8955552370992284,2010,dreamworks,dreamworks.txt
25,queen,1.843256523777403,2010,dreamworks,dreamworks.txt
26,fat,1.7588493027709708,2010,dreamworks,dreamworks.txt
27,gotcha,1.7531685347814865,2010,dreamworks,dreamworks.txt
28,fight,1.692553996935654,2010,dreamworks,dreamworks.txt
29,mom,1.6558899345589568,2010,dreamworks,dreamworks.txt
30,stole,1.618766773468939,2010,dreamworks,dreamworks.txt
31,attack,1.6101098504822502,2010,dreamworks,dreamworks.txt
32,captain,1.6038897391472426,2010,dreamworks,dreamworks.txt
33,kidding,1.5850742562635076,2010,dreamworks,dreamworks.txt
34,giant,1.5787053437475658,2010,dreamworks,dreamworks.txt
35,whoa,1.5773808076342308,2010,dreamworks,dreamworks.txt
36,saved,1.5232672092926074,2010,dreamworks,dreamworks.txt
37,gosh,1.4914066092631648,2010,dreamworks,dreamworks.txt
38,forever,1.4761246911515438,2010,dreamworks,dreamworks.txt
39,master,1.452402476818046,2010,dreamworks,dreamworks.txt
40,brain,1.4503722027290284,2010,dreamworks,dreamworks.txt
41,mr,1.4355960817577806,2010,dreamworks,dreamworks.txt
42,food,1.3609530531357399,2010,dreamworks,dreamworks.txt
43,catch,1.3572305627840824,2010,dreamworks,dreamworks.txt
44,pack,1.3511041322922592,2010,dreamworks,dreamworks.txt
45,guy,1.3508344278180728,2010,dreamworks,dreamworks.txt
46,smell,1.3216825431332269,2010,dreamworks,dreamworks.txt
47,ride,1.2677262711076125,2010,dreamworks,dreamworks.txt
48,king,1.250550755828438,2010,dreamworks,dreamworks.txt
49,tiny,1.2495371569276024,2010,dreamworks,dreamworks.txt
50,weird,1.246989270135248,2010,dreamworks,dreamworks.txt
51,faster,1.2427957296517642,2010,dreamworks,dreamworks.txt
52,alive,1.242128357943385,2010,dreamworks,dreamworks.txt
53,monkey,1.2281372239985449,2010,dreamworks,dreamworks.txt
54,fit,1.1717957869745457,2010,dreamworks,dreamworks.txt
55,gotta,1.1716421853434156,2010,dreamworks,dreamworks.txt
56,party,1.1511484593780654,2010,dreamworks,dreamworks.txt
57,belong,1.1221226933128008,2010,dreamworks,dreamworks.txt
58,talking,1.116017193289456,2010,dreamworks,dreamworks.txt
59,light,1.0840673748911118,2010,dreamworks,dreamworks.txt
60,car,1.0824647068106117,2010,dreamworks,dreamworks.txt
61,ya,1.0758525932431786,2010,dreamworks,dreamworks.txt
62,aside,1.0605575206061435,2010,dreamworks,dreamworks.txt
63,ruined,1.058766489813801,2010,dreamworks,dreamworks.txt
64,wanna,1.0564648043456641,2010,dreamworks,dreamworks.txt
65,music,1.0523177118145242,2010,dreamworks,dreamworks.txt
66,ooh,1.049714451433622,2010,dreamworks,dreamworks.txt
67,hero,1.0474344809525968,2010,dreamworks,dreamworks.txt
68,dog,1.0468171114692988,2010,dreamworks,dreamworks.txt
69,birthday,1.0245883772706528,2010,dreamworks,dreamworks.txt
70,sweet,1.0236728605989478,2010,dreamworks,dreamworks.txt
71,hmm,1.0200194051501137,2010,dreamworks,dreamworks.txt
72,ship,1.0194949079270292,2010,dreamworks,dreamworks.txt
73,god,1.0151886770850758,2010,dreamworks,dreamworks.txt
74,sir,1.005713418097531,2010,dreamworks,dreamworks.txt
75,fun,0.9938420649930604,2010,dreamworks,dreamworks.txt
76,hang,0.9887523997859567,2010,dreamworks,dreamworks.txt
77,kid,0.9835507080636642,2010,dreamworks,dreamworks.txt
78,father,0.9829021081052828,2010,dreamworks,dreamworks.txt
79,huh,0.9766791806796878,2010,dreamworks,dreamworks.txt
80,hide,0.9692713068145514,2010,dreamworks,dreamworks.txt
81,la,0.9518364434669052,2010,dreamworks,dreamworks.txt
82,mission,0.9484807527118152,2010,dreamworks,dreamworks.txt
83,years,0.9439120235301528,2010,dreamworks,dreamworks.txt
84,heads,0.9352038271499022,2010,dreamworks,dreamworks.txt
85,parents,0.9346689241067812,2010,dreamworks,dreamworks.txt
86,impossible,0.9240241706984086,2010,dreamworks,dreamworks.txt
87,ain,0.9225741121136772,2010,dreamworks,dreamworks.txt
88,nope,0.9137073415284962,2010,dreamworks,dreamworks.txt
89,em,0.9059383225753268,2010,dreamworks,dreamworks.txt
90,dogs,0.9037878180293264,2010,dreamworks,dreamworks.txt
91,ah,0.902075619563804,2010,dreamworks,dreamworks.txt
92,job,0.9018877328747656,2010,dreamworks,dreamworks.txt
93,kids,0.8975789480227211,2010,dreamworks,dreamworks.txt
94,um,0.8924600808256923,2010,dreamworks,dreamworks.txt
95,aah,0.8680983523316331,2010,dreamworks,dreamworks.txt
96,team,0.8658130462809103,2010,dreamworks,dreamworks.txt
97,bigger,0.8542352125061539,2010,dreamworks,dreamworks.txt
0,accept,6.2062870733081485,2010,ghibli,ghibli.txt
1,sun,4.717863335705966,2010,ghibli,ghibli.txt
2,changed,3.3899224874591076,2010,ghibli,ghibli.txt
3,shall,3.1434830865615018,2010,ghibli,ghibli.txt
4,wonderful,3.1182872399261354,2010,ghibli,ghibli.txt
5,summer,2.9040595243751706,2010,ghibli,ghibli.txt
6,father,2.8236914932710673,2010,ghibli,ghibli.txt
7,fish,2.7964687550334575,2010,ghibli,ghibli.txt
8,dry,2.5999490352955053,2010,ghibli,ghibli.txt
9,human,2.5389705931034325,2010,ghibli,ghibli.txt
10,light,2.5174275289139585,2010,ghibli,ghibli.txt
11,visit,2.3960120959664044,2010,ghibli,ghibli.txt
12,protect,2.2733685247707545,2010,ghibli,ghibli.txt
13,married,2.2151225685468723,2010,ghibli,ghibli.txt
14,finally,2.185800758497133,2010,ghibli,ghibli.txt
15,city,2.184620504815091,2010,ghibli,ghibli.txt
16,perfect,2.1815714692364847,2010,ghibli,ghibli.txt
17,uh,2.1500075366049933,2010,ghibli,ghibli.txt
18,lots,2.119455010821199,2010,ghibli,ghibli.txt
