mom	5.436221384564954
totally	5.153945153058132
guys	4.817067315228529
awesome	4.7708569914314225
normal	4.5468796877451085
dad	4.435609354471678
guy	4.097545377499579
forest	3.9494366178266604
definitely	3.67051009661709
favorite	3.5817559375366748
cool	3.5188247614403845
running	3.4649655087130027
cute	3.2338026760167526
fish	3.2057584960669576
everybody	3.1849398524307038
seriously	3.1204512462584977
team	3.0865971588872734
dude	3.059917489039913
coffee	3.0323545940929213
hole	2.9282318094441986
tiny	2.8699690004727696
harder	2.8369829093543317
captain	2.8318311282455246
plan	2.814183033754304
actually	2.8139455079916864
mr	2.8088764300144544
weird	2.770294073497935
school	2.7230259085027204
saved	2.717650166779892
holy	2.709626422337529
kiss	2.649071732537367
song	2.6462877376847445
lunch	2.6424981158562293
build	2.6381225979269467
gotta	2.618124873557286
wearing	2.5512844317603283
king	2.517618614211906
bright	2.465491198187334
special	2.4447609534667665
incredible	2.433054671756661
folks	2.3062312203982085
breakfast	2.3021006592611983
eating	2.2989186151000602
dog	2.276589475442651
gosh	2.2213968821258008
wanna	2.18032170148752
check	2.1707070683406844
yep	2.161866233555469
land	2.1079432974988195
crazy	2.107804999162351
car	2.102613680120116
boys	2.0884215795420356
break	2.087006170823672
kid	2.0072833972071122
faster	1.9976291411137042
sir	1.9816360491808602
fly	1.9787542248674597
ship	1.9766740823529516
sweet	1.9764180214481224
god	1.9680616206690447
killing	1.938516758503365
father	1.9034884827094585
roll	1.8843598694920032
baby	1.871846916935077
dinner	1.844417386261032
live	1.807731337421616
middle	1.7728636099790134
dream	1.7706095436439202
leaving	1.7262466330472912
hide	1.7248660819098542
scared	1.7098404969054342
fight	1.6996416255652105
hungry	1.6925024334582326
monster	1.6695092289716236
tight	1.663640505010519
shot	1.6540422693657963
wonderful	1.6443823533619062
space	1.6443245786461498
giant	1.6429504182828196
happening	1.6120170658811055
piece	1.600219872557022
lead	1.5991767159161034
town	1.5959528823282023
die	1.5675151583105504
butt	1.5421965705737788
liked	1.5307918020837612
unless	1.4916201376999103
taken	1.479834458156268
moving	1.4648882388305402
mess	1.4611569812260201
guess	1.4435042447623954
half	1.4408074345607105
follow	1.3729352343705898
number	1.367005453291004
pressure	1.3596088765474574
alive	1.349735841002888
feet	1.338595804025038
wow	1.3379958370399447
friend	1.331839070196417
party	1.328991665746235
hot	1.3155500798600823
evil	1.3050910228006267
monkey	1.3020144873096744
small	1.3005400122191308
proud	1.2989370973835026
control	1.294759814929283
sign	1.2871574499656206
light	1.283450219544077
saying	1.279338161421317
having	1.2757796058441508
wasn	1.2431500837717333
magic	1.2286749695961667
dear	1.2201770852871092
play	1.2196072953340116
worked	1.2111752657090564
eye	1.187142140586811
amazing	1.1826728652863672
trying	1.1809637030074986
trip	1.1671886132756422
dead	1.153129130481382
save	1.1505737580672153
girl	1.1501392966203836
shouldn	1.1397776254552745
tea	1.1313434112994307
present	1.127452906862695
anybody	1.1073774664012503
using	1.092078091471958
perfect	1.0719280169004248
kids	1.0697002649591765
north	1.0651132683881024
fun	1.0603187616575012
fault	1.057308997776658
darling	1.0565959585565854
walk	1.0541280407544658
happens	1.053198242415443
different	1.052754733457947
family	1.0402117716513335
papa	1.036396209695711
bet	1.035995598082807
trust	1.0278934928894412
matter	1.0230825171667717
working	1.0193375738862298
job	1.0021992145921677
stuff	0.9987765276316364
store	0.9834298443539428
safe	0.9669927787779826
bear	0.9659368891684914
attack	0.9534765375301276
grab	0.9448317450074768
huh	0.9443884515916844
finally	0.9211254564288356
wanted	0.8999409477125042
ain	0.8901644383613312
queen	0.8860131434994476
honey	0.8851880522250675
