scary	4.1634290559809015
handsome	4.134847346648966
seriously	4.052047990461409
locked	3.4781197552750083
guys	2.854346127236343
party	2.7320789349017405
land	2.683249571427841
ship	2.602585326289039
instead	2.5702178023600966
cool	2.4767357587687786
grab	2.323483594080425
guy	2.161443068901882
terrible	2.1406530084490734
gotta	2.102097771444828
news	2.0924577703585903
caught	2.058677303653074
mom	2.0364042504057047
dad	2.019626279833429
story	1.9530436264045168
till	1.8965469431483792
truth	1.8555217323015645
car	1.832673708794602
dude	1.8311662250241298
answer	1.822001180212948
happening	1.821603636527212
machine	1.7479241146629116
running	1.719566014806367
hate	1.6824574029843655
evil	1.673035801424
promise	1.6506473358715796
captain	1.6406689735417368
shouldn	1.624039820365536
team	1.597890097611291
ate	1.561778129016359
ugly	1.5551269080217869
sir	1.54935055880286
whoa	1.5449026741745455
fault	1.488266640737964
actually	1.4722074761248851
save	1.470274446847336
space	1.4442830181491282
giant	1.433191752826109
area	1.429299523844143
mr	1.4031179482980949
tail	1.3870685799852278
ruined	1.3839687033713544
shut	1.3700224593608223
door	1.3480080425002685
dumb	1.340197818875397
fun	1.3283384672998566
sound	1.32090320841169
phone	1.3199704797393768
gotcha	1.3142198015868332
stuff	1.3073187315881531
safe	1.2895073500144725
heck	1.2868950296409312
tiny	1.2853159935783212
tree	1.268223392795495
lift	1.2617145835697772
everybody	1.2604256215714853
follow	1.257855449733595
clock	1.246147817606767
byebye	1.2420337029987711
plans	1.232898071127221
ain	1.2239316312891897
king	1.2180726223687524
buddy	1.2163369984816736
ends	1.2128598067668404
dirty	1.1988980408488623
lying	1.1969667435176214
lose	1.1888274460261057
wanna	1.1858226019720013
later	1.1746902755354691
steal	1.1634358986933944
genius	1.1580462162015503
friends	1.1573416230727682
saying	1.1566305726553268
miles	1.124466155336127
hands	1.1048720758328276
nervous	1.094877893294875
box	1.0935972065511277
headed	1.093372363820876
eat	1.0720198761104325
hurt	1.0471401178394637
dog	1.0332952563287712
wants	1.0180177974115103
angry	1.0085573010496056
hmm	0.9875412716904282
god	0.9855990021143084
welcome	0.9841596219899672
live	0.966931466594833
thinking	0.96069791321238
kid	0.9510725746039784
father	0.9504239746455972
