frame_id,centroid_id,red,green,blue
0,0,0.9617690296794078,0.985472225728744,0.8550669587423315
0,1,0.7896720770264651,0.9129952649931049,0.9808012879940072
0,2,0.870057783592523,0.7979792515808227,0.6453701840017594
0,3,0.8353777726691427,0.7215837406992273,0.3574236381846302
0,4,0.6312752747541319,0.6038133338813655,0.6538534081386336
0,5,0.4518699515728469,0.47686544073264225,0.5526976997976248
0,6,0.2910389170427519,0.23891025180983408,0.26625875191675286
0,7,0.14683785732534296,0.09815318772795471,0.11361233908104913
0,8,0.6681580182717762,0.5532248221572319,0.2685980211606532
0,9,0.4998463092258813,0.4076643910100337,0.16283834571908046
1,0,0.006701762892699566,0.00827002362638559,0.13747011082307659
1,1,0.0232955610542792,0.04484825478959329,0.46750623289468496
1,2,0.3767327315412046,0.2809557252918099,0.20863009622064074
1,3,0.6442991039628183,0.5668998612829328,0.7657027705920113
1,4,0.8419224089315165,0.4578207815726275,0.3212003765640796
1,5,0.08996601765880634,0.1909685021001393,0.7186107339475568
1,6,0.9588868620159141,0.9215649526672878,0.49402164332894755
1,7,0.9540780514854226,0.9351839132187885,0.7365500208749353
1,8,0.9420494710783416,0.8540743437132229,0.2310170455709666
1,9,0.10978344006121162,0.7667233108357107,0.5548760388764659
2,0,0.5584471015313592,0.45185381942136604,0.33067129855682537
2,1,0.6729809594203707,0.5442547002788729,0.41092243122992894
2,2,0.7600995033252912,0.6727899194412016,0.5263826948786515
2,3,0.4166239626018108,0.33978422490101506,0.2542239134067102
2,4,0.26397608782799054,0.222629488845137,0.17573918547444375
2,5,0.13378409290742244,0.10593299562725154,0.08363447881023883
2,6,0.45051622136534236,0.2769225440059609,0.07994165960200324
2,7,0.5803661431405012,0.75769843592493,0.8582975644652495
2,8,0.8646953664782504,0.9166005871836845,0.8972883253895787
2,9,0.9316133470931866,0.44018297377430143,0.1949760020967395
3,0,0.8372201506107453,0.5785867030020357,0.24026905626648004
3,1,0.6936504333331434,0.40331917123493055,0.0896382905195253
3,2,0.953512197170061,0.79030577638061,0.33082181209188266
3,3,0.97299087495544,0.9259343923813844,0.5121726173754912
3,4,0.8814436710492712,0.4840227165885947,0.04358900868932932
3,5,0.9510650660383644,0.6802077721864064,0.1252401161492424
3,6,0.5239031374329226,0.26946584357943665,0.030041389206749362
3,7,0.9876034439899986,0.9952431960106634,0.8027359080396581
