Title,House,Decade,Year,Category,Movie_len,Avg_WordLen_Movie,Avg_PhrLen_Movie,Avg_WordLen_Phrase,Num_Adjectives,Num_Adverbs
No Deposit No Return,Disney,1970,1976,Live Action,0.43969298245614025,0.13987473903966596,0.37209302325581395,0.21925925925925926,0.5714285714285714,0.5923295454545455
One Little Indian,Disney,1970,1973,Live Action,0.2521929824561403,0.10229645093945716,0.37949260042283306,0.14370370370370378,0.2977022977022977,0.3494318181818182
Return from Witch Mountain,Disney,1970,1978,Live Action,0.21951754385964906,0.13152400835073064,0.4672304439746301,0.03851851851851851,0.23276723276723277,0.2294034090909091
Shaggy DA,Disney,1970,1976,Live Action,0.33333333333333326,0.13152400835073064,0.4101479915433405,0.1837037037037037,0.3986013986013986,0.41548295454545453
The Barefoot Executive,Disney,1970,1971,Live Action,0.38223684210526304,0.13152400835073064,0.430232558139535,0.1777777777777778,0.5194805194805194,0.5589488636363636
The Black Hole,Disney,1970,1979,Live Action,0.19824561403508767,0.1899791231732777,0.4799154334038055,0.20740740740740737,0.32867132867132864,0.2606534090909091
The Cat From Outer Space,Disney,1970,1978,Live Action,0.41271929824561393,0.1607515657620041,0.33615221987315014,0.21037037037037032,0.4025974025974026,0.3828125
The Island At The Top Of The World,Disney,1970,1974,Live Action,0.39035087719298234,0.1503131524008351,0.23467230443974635,0.197037037037037,0.05094905094905095,0.03125
The Littlest Horse Thieves,Disney,1970,1976,Live Action,0.4368421052631578,0.10229645093945716,0.27167019027484146,0.1585185185185185,0.11688311688311688,0.31392045454545453
The Million Dollar Duck,Disney,1970,1971,Live Action,0.3302631578947368,0.12526096033402923,0.3847780126849895,0.20148148148148148,0.41358641358641357,0.4012784090909091
The North Avenue Irregulars,Disney,1970,1979,Live Action,0.5517543859649122,0.12943632567849683,0.28329809725158567,0.15407407407407403,0.15884115884115885,0.30326704545454547
The Strongest Man in the World,Disney,1970,1975,Live Action,0.3581140350877192,0.13778705636743216,0.4238900634249473,0.1896296296296296,0.4675324675324675,0.5284090909090909
Treasure Of Matecumbe,Disney,1970,1976,Live Action,0.30921052631578944,0.12734864300626303,0.4513742071881608,0.1718518518518518,0.4075924075924076,0.4794034090909091
Cheetah,Disney,1980,1989,Live Action,0.2763157894736842,0.12734864300626303,0.38266384778012685,0.21185185185185196,0.36663336663336665,0.3963068181818182
Condorman,Disney,1980,1981,Live Action,0.19736842105263153,0.14405010438413357,0.4249471458773785,0.18666666666666665,0.2677322677322677,0.23863636363636365
Flight of the Navigator,Disney,1980,1986,Live Action,0.21513157894736837,0.12526096033402923,0.5147991543340381,0.18814814814814818,0.3046953046953047,0.37357954545454547
Herbie Goes Bananas,Disney,1980,1980,Live Action,0.27434210526315783,0.12943632567849683,0.36363636363636365,0.21037037037037032,0.3156843156843157,0.31676136363636365
Honey I Shrunk the Kids,Disney,1980,1989,Live Action,0.28377192982456134,0.10229645093945716,0.36575052854122625,0.20000000000000007,0.27972027972027974,0.3778409090909091
Midnight Madness,Disney,1980,1980,Live Action,0.3831140350877192,0.11273486430062629,0.3372093023255814,0.197037037037037,0.3956043956043956,0.37642045454545453
Never Cry Wolf,Disney,1980,1983,Live Action,0.03706140350877193,0.22129436325678487,0.7558139534883722,0.125925925925926,0.14385614385614387,0.09730113636363637
Night Crossing,Disney,1980,1982,Live Action,0.2671052631578947,0.12943632567849683,0.3562367864693446,0.2088888888888889,0.36163836163836166,0.3494318181818182
One Magic Christmas,Disney,1980,1985,Live Action,0.22017543859649116,0.10438413361169097,0.4291754756871037,0.16000000000000003,0.24675324675324675,0.34232954545454547
Popeye,Disney,1980,1980,Live Action,0.2585526315789473,0.10438413361169097,0.321353065539112,0.21037037037037032,0.2997002997002997,0.27840909090909094
Return to Oz,Disney,1980,1985,Live Action,0.2265350877192982,0.12943632567849683,0.40591966173361527,0.20000000000000007,0.2517482517482518,0.3210227272727273
Return to Snowy River,Disney,1980,1988,Live Action,0.1607456140350877,0.13361169102296455,0.4365750528541227,0.16296296296296298,0.21978021978021978,0.2599431818181818
Something Wicked This Way Comes,Disney,1980,1983,Live Action,0.1282894736842105,0.1148225469728601,0.6194503171247357,0.19111111111111112,0.26973026973026976,0.24857954545454547
Tex,Disney,1980,1982,Live Action,0.3164473684210526,0.09185803757828803,0.4883720930232558,0.13037037037037036,0.3826173826173826,0.5561079545454546
The Devil and Max Devlin,Disney,1980,1981,Live Action,0.39956140350877184,0.10229645093945716,0.38583509513742076,0.13629629629629625,0.5844155844155844,0.5951704545454546
The Journey of Natty Gann,Disney,1980,1985,Live Action,0.23925438596491222,0.06054279749478075,0.28964059196617337,0.1585185185185185,0.22277722277722278,0.2663352272727273
The Last Flight of Noahs Ark,Disney,1980,1980,Live Action,0.29144736842105257,0.10647181628392477,0.39746300211416496,0.1703703703703704,0.37662337662337664,0.39701704545454547
The Watcher In The Woods,Disney,1980,1980,Live Action,0.18749999999999994,0.12526096033402923,0.39217758985200857,0.18074074074074076,0.17882117882117882,0.28551136363636365
101 Dalmatians,Disney,1990,1996,Live Action,0.23684210526315785,0.13778705636743216,0.36575052854122625,0.20000000000000007,0.3676323676323676,0.27201704545454547
A Far Off Place,Disney,1990,1993,Live Action,0.15350877192982454,0.11273486430062629,0.3847780126849895,0.16740740740740734,0.14285714285714285,0.19389204545454547
A Kid In King Arthurs Court,Disney,1990,1995,Live Action,0.31184210526315786,0.13361169102296455,0.2917547568710359,0.1644444444444445,0.1008991008991009,0.20241477272727273
Air Bud 2 Golden Receiver,Disney,1990,1998,Live Action,0.28552631578947363,0.17745302713987465,0.2938689217758985,0.17629629629629628,0.38161838161838163,0.25
Air Bud,Disney,1990,1997,Live Action,0.3403508771929824,0.10020876826722336,0.2198731501057083,0.14814814814814814,0.05094905094905095,0.0234375
Angels In The Outfield,Disney,1990,1994,Live Action,0.44100877192982446,0.1189979123173277,0.477801268498943,0.0,0.5134865134865135,0.48366477272727276
Blank Check,Disney,1990,1994,Live Action,0.4355263157894736,0.09812108559498955,0.3414376321353066,0.1955555555555556,0.42657342657342656,0.48366477272727276
Cool Runnings,Disney,1990,1993,Live Action,0.3644736842105263,0.1189979123173277,0.40380549682875266,0.17333333333333334,0.47152847152847155,0.44247159090909094
D2 The Mighty Ducks,Disney,1990,1994,Live Action,0.48793859649122795,0.13987473903966596,0.3372093023255814,0.20148148148148148,0.6193806193806194,0.4353693181818182
D3 The Mighty Ducks,Disney,1990,1996,Live Action,0.4682017543859648,0.12317327766179531,0.3689217758985201,0.09629629629629632,0.5684315684315684,0.4857954545454546
First Kid,Disney,1990,1996,Live Action,0.6041666666666665,0.07515657620041749,0.3171247357293869,0.12148148148148152,0.6053946053946054,0.6044034090909091
Flubber,Disney,1990,1997,Live Action,0.3776315789473683,0.1544885177453027,0.27167019027484146,0.0888888888888889,0.07092907092907093,0.041193181818181816
George of the Jungle,Disney,1990,1997,Live Action,0.15548245614035083,0.2379958246346554,0.42283298097251587,0.19851851851851843,0.3066933066933067,0.21022727272727273
Heavyweights,Disney,1990,1995,Live Action,0.4392543859649122,0.11064718162839238,0.33615221987315014,0.1511111111111112,0.5044955044955045,0.3934659090909091
Hocus Pocus,Disney,1990,1993,Live Action,0.43289473684210517,0.12108559498956162,0.25475687103594086,0.21333333333333337,0.42157842157842157,0.3778409090909091
Home For Christmas,Disney,1990,1998,Live Action,0.362938596491228,0.14405010438413357,0.4270613107822411,0.16000000000000003,0.4795204795204795,0.42116477272727276
Homeward Bound 2 Lost In San Francisco,Disney,1990,1996,Live Action,0.5721491228070175,0.09603340292275575,0.2949260042283298,0.1525925925925926,0.5464535464535465,0.5625
Homeward Bound The Incredible Journey,Disney,1990,1993,Live Action,0.4032894736842104,0.10020876826722336,0.3033826638477802,0.20592592592592596,0.46553446553446554,0.49928977272727276
Honey I Blew Up the Kids,Disney,1990,1992,Live Action,0.32499999999999996,0.13778705636743216,0.39852008456659627,0.197037037037037,0.3826173826173826,0.3913352272727273
I'll be Home for Christmas,Disney,1990,1998,Live Action,0.2491228070175438,0.10438413361169097,0.4323467230443976,0.1777777777777778,0.3916083916083916,0.3046875
Inspector Gadget,Disney,1990,1999,Live Action,0.30635964912280694,0.13778705636743216,0.3308668076109937,0.2148148148148148,0.36663336663336665,0.32457386363636365
Iron Will,Disney,1990,1994,Live Action,0.2846491228070175,0.10229645093945716,0.35729386892177595,0.19111111111111112,0.3006993006993007,0.34090909090909094
Jungle 2 Jungle,Disney,1990,1997,Live Action,0.44583333333333325,0.11064718162839238,0.37949260042283306,0.1585185185185185,0.45054945054945056,0.5269886363636364
Man of the House,Disney,1990,1995,Live Action,0.41228070175438586,0.1148225469728601,0.4545454545454546,0.14666666666666672,0.6463536463536463,0.6285511363636364
Mighty Joe Young,Disney,1990,1998,Live Action,0.3078947368421052,0.10438413361169097,0.36680761099365755,0.1703703703703704,0.3546453546453546,0.36576704545454547
Mr Magoo,Disney,1990,1997,Live Action,0.2589912280701754,0.12317327766179531,0.3742071881606765,0.1718518518518518,0.30569430569430567,0.296875
Muppet Treasure Island,Disney,1990,1996,Live Action,0.4451754385964911,0.1524008350730689,0.3498942917547569,0.18222222222222229,0.5034965034965035,0.41335227272727276
My Favorite Martian,Disney,1990,1999,Live Action,0.47017543859649114,0.13778705636743216,0.3086680761099366,0.1896296296296296,0.5364635364635365,0.4396306818181818
Newsies,Disney,1990,1992,Live Action,0.4535087719298245,0.1169102296450939,0.39640591966173366,0.1703703703703704,0.5624375624375625,0.5220170454545454
Operation Dumbo Drop,Disney,1990,1995,Live Action,0.3918859649122806,0.09812108559498955,0.33615221987315014,0.14814814814814814,0.4825174825174825,0.42329545454545453
RocketMan,Disney,1990,1997,Live Action,0.3234649122807017,0.1565762004175365,0.3742071881606765,0.2281481481481481,0.43756243756243757,0.35795454545454547
Squanto A Warriors Tale,Disney,1990,1994,Live Action,0.19999999999999996,0.21294363256784954,0.39323467230443987,0.2222222222222222,0.2627372627372627,0.18323863636363638
Tall Tale,Disney,1990,1995,Live Action,0.19495614035087713,0.1189979123173277,0.430232558139535,0.15555555555555545,0.22277722277722278,0.27201704545454547
That Darn Cat,Disney,1990,1997,Live Action,0.39013157894736833,0.12108559498956162,0.3583509513742072,0.15555555555555545,0.4435564435564436,0.41122159090909094
The Adventures of Huck Finn,Disney,1990,1993,Live Action,0.3741228070175438,0.09812108559498955,0.41649048625792817,0.17481481481481487,0.5314685314685315,0.5426136363636364
The Big Green,Disney,1990,1995,Live Action,0.356578947368421,0.10229645093945716,0.3689217758985201,0.1585185185185185,0.44955044955044954,0.4240056818181818
The Jungle Book,Disney,1990,1994,Live Action,0.19868421052631574,0.14405010438413357,0.35200845665961944,0.2281481481481481,0.2057942057942058,0.21235795454545456
The Mighty Ducks,Disney,1990,1992,Live Action,0.45921052631578935,0.14196242171189977,0.3615221987315011,0.16740740740740734,0.4875124875124875,0.41548295454545453
The Muppet Christmas Carol,Disney,1990,1992,Live Action,0.3247807017543859,0.1565762004175365,0.41649048625792817,0.1140740740740741,0.4305694305694306,0.26420454545454547
The Parent Trap,Disney,1990,1998,Live Action,0.5364035087719298,0.10647181628392477,0.39957716701902757,0.15555555555555545,0.6153846153846154,0.7294034090909091
The Rocketeer,Disney,1990,1991,Live Action,0.29166666666666663,0.12108559498956162,0.3689217758985201,0.19111111111111112,0.3206793206793207,0.26704545454545453
The Santa Clause,Disney,1990,1994,Live Action,0.419298245614035,0.12526096033402923,0.3583509513742072,0.1777777777777778,0.47352647352647353,0.4772727272727273
The Straight Storys,Disney,1990,1999,Live Action,0.1701754385964912,0.09603340292275575,0.4112050739957718,0.18518518518518512,0.24775224775224775,0.21803977272727273
The Three Musketeers,Disney,1990,1993,Live Action,0.23070175438596485,0.17118997912317335,0.4196617336152221,0.22370370370370363,0.2887112887112887,0.2684659090909091
Tom and Huck,Disney,1990,1995,Live Action,0.2618421052631578,0.08768267223382042,0.36997885835095135,0.1392592592592593,0.33166833166833165,0.3302556818181818
White Fang 2,Disney,1990,1994,Live Action,0.17390350877192978,0.1148225469728601,0.3287526427061311,0.14666666666666672,0.15684315684315683,0.19176136363636365
White Fang,Disney,1990,1991,Live Action,0.21907894736842098,0.06889352818371608,0.3171247357293869,0.14962962962962956,0.21678321678321677,0.2556818181818182
Wild Hearts Cant Be Broken,Disney,1990,1991,Live Action,0.20460526315789468,0.10647181628392477,0.39217758985200857,0.14962962962962956,0.2937062937062937,0.2684659090909091
102 Dalmatians,Disney,2000,2000,Live Action,0.4024122807017543,0.14822546972860118,0.28224101479915437,0.16000000000000003,0.5184815184815185,0.2897727272727273
Around the World in 80 Days,Disney,2000,2004,Live Action,0.3497807017543859,0.17327766179540705,0.36046511627906974,0.2281481481481481,0.4025974025974026,0.35298295454545453
Confessions Of A Teenage Drama Queen,Disney,2000,2004,Live Action,0.312938596491228,0.1899791231732777,0.4492600422832981,0.20000000000000007,0.4785214785214785,0.4744318181818182
Eight Below,Disney,2000,2006,Live Action,0.2925438596491228,0.10229645093945716,0.35517970401691334,0.16000000000000003,0.36063936063936064,0.3465909090909091
Freaky Friday,Disney,2000,2018,Live Action,0.39013157894736833,0.10229645093945716,0.34566596194503174,0.1955555555555556,0.4015984015984016,0.49076704545454547
Glory Road,Disney,2000,2006,Live Action,0.4657894736842104,0.13778705636743216,0.4534883720930233,0.16740740740740734,0.6113886113886113,0.5589488636363636
Herbie Fully Loaded,Disney,2000,2005,Live Action,0.30307017543859643,0.10647181628392477,0.3625792811839324,0.16296296296296298,0.35864135864135865,0.30042613636363635
Holes,Disney,2000,2003,Live Action,0.5377192982456139,0.10438413361169097,0.40591966173361527,0.14962962962962956,0.5334665334665335,0.7329545454545455
Ice Princess,Disney,2000,2005,Live Action,0.35438596491228064,0.1189979123173277,0.39957716701902757,0.13629629629629625,0.4985014985014985,0.41264204545454547
Max Keebles Big Move,Disney,2000,2001,Live Action,0.4300438596491227,0.13361169102296455,0.21353065539112054,0.16740740740740734,0.056943056943056944,0.030539772727272728
Miracle,Disney,2000,2004,Live Action,0.4515350877192981,0.16701461377870552,0.4577167019027484,0.19259259259259254,0.5994005994005994,0.5127840909090909
National Treasure,Disney,2000,2004,Live Action,0.35942982456140343,0.1565762004175365,0.36046511627906974,0.16148148148148145,0.32867132867132864,0.30894886363636365
Pirates of the Caribbean - Dead Man's Chest,Disney,2000,2006,Live Action,0.3160087719298245,0.13569937369519824,0.4344608879492601,0.16888888888888898,0.32367632367632365,0.37144886363636365
Pirates of the Caribbean 1 Curse of the Black Pearl,Disney,2000,2003,Live Action,0.3423245614035087,0.1524008350730689,0.42177589852008457,0.23111111111111116,0.4225774225774226,0.40767045454545453
Princess Diaries,Disney,2000,2001,Live Action,0.5374999999999999,0.20876826722338204,0.3498942917547569,0.21925925925925926,0.7582417582417582,0.5852272727272727
Remember the Titans,Disney,2000,2000,Live Action,0.5377192982456139,0.08559498956158662,0.4735729386892178,0.06666666666666665,0.6563436563436563,0.6867897727272727
Sky High,Disney,2000,2005,Live Action,0.40789473684210514,0.14196242171189977,0.36363636363636365,0.21333333333333337,0.43756243756243757,0.4708806818181818
Snow Dogs,Disney,2000,2002,Live Action,0.2984649122807017,0.10855949895615868,0.35200845665961944,0.18518518518518512,0.37962037962037964,0.34872159090909094
The Chronicles Of Narnia-The Lion The Witch And The Wardrobe,Disney,2000,2005,Live Action,0.24385964912280694,0.1148225469728601,0.4112050739957718,0.16296296296296298,0.28471528471528473,0.40340909090909094
The Country Bears,Disney,2000,2002,Live Action,0.4293859649122806,0.07306889352818369,0.3044397463002114,0.125925925925926,0.5594405594405595,0.37144886363636365
The Greatest Game Ever Played,Disney,2000,2005,Live Action,0.21140350877192976,0.13987473903966596,0.4249471458773785,0.18222222222222229,0.24875124875124874,0.2713068181818182
The Haunted Mansion,Disney,2000,2003,Live Action,0.36052631578947364,0.11273486430062629,0.3689217758985201,0.1837037037037037,0.44655344655344653,0.4630681818181818
The Kid,Disney,2000,2000,Live Action,0.44649122807017533,0.10647181628392477,0.34883720930232565,0.17481481481481487,0.5094905094905094,0.5142045454545454
The Lizzie McGuire Movie,Disney,2000,2003,Live Action,0.38399122807017533,0.12526096033402923,0.3742071881606765,0.20148148148148148,0.44255744255744256,0.4794034090909091
The Pacifier,Disney,2000,2005,Live Action,0.3260964912280701,0.11273486430062629,0.3435517970401691,0.1718518518518518,0.33466533466533466,0.37144886363636365
The Princess Diaries 2 Royal Engagement,Disney,2000,2004,Live Action,0.46666666666666656,0.1586638830897703,0.41543340380549687,0.17925925925925923,0.6663336663336663,0.5411931818181819
The Rookie,Disney,2000,2002,Live Action,0.5377192982456139,0.06889352818371608,0.3287526427061311,0.08148148148148138,0.6883116883116883,0.4872159090909091
The Santa Clause 2,Disney,2000,2002,Live Action,0.4230263157894736,0.12108559498956162,0.3646934460887949,0.17333333333333334,0.5284715284715285,0.4708806818181818
The Shaggy Dog,Disney,2000,2006,Live Action,0.4219298245614034,0.10229645093945716,0.3498942917547569,0.17629629629629628,0.5764235764235764,0.46732954545454547
The Young Black Stallion,Disney,2000,2003,Live Action,0.08004385964912279,0.1148225469728601,0.24418604651162795,0.18074074074074076,0.08891108891108891,0.08948863636363637
Tuck Everlasting,Disney,2000,2002,Live Action,0.21644736842105258,0.1169102296450939,0.39534883720930236,0.20592592592592596,0.2837162837162837,0.32528409090909094
A Wrinkle in Time,Disney,2010,2018,Live Action,0.3278508771929824,0.12317327766179531,0.3139534883720931,0.21925925925925926,0.34665334665334663,0.4169034090909091
Aladdin,Disney,2010,2019,Live Action,0.0,0.1565762004175365,0.4429175475687104,0.1377777777777779,0.04095904095904096,0.014204545454545456
Alexander And The Terrible Horrible No Good Very Bad Day,Disney,2010,2014,Live Action,0.41030701754385956,0.11273486430062629,0.3562367864693446,0.17333333333333334,0.5534465534465535,0.4637784090909091
Alice in Wonderland,Disney,2010,2010,Live Action,0.2328947368421052,0.14405010438413357,0.3879492600422834,0.22074074074074068,0.2807192807192807,0.3259943181818182
Alice Through the Looking Glass,Disney,2010,2016,Live Action,0.2907894736842105,0.14196242171189977,0.3477801268498943,0.25629629629629636,0.3226773226773227,0.39985795454545453
Bad Boys for Life,Disney,2010,2020,Live Action,0.48508771929824546,0.11064718162839238,0.3086680761099366,0.1837037037037037,0.46053946053946054,0.390625
Beauty And The Beast,Disney,2010,2017,Live Action,0.48969298245614024,0.10855949895615868,0.3414376321353066,0.1451851851851852,0.7372627372627373,0.5113636363636364
Christopher Robin,Disney,2010,2018,Live Action,0.45394736842105254,0.12734864300626303,0.37209302325581395,0.17481481481481487,0.4945054945054945,0.6242897727272727
Cinderella,Disney,2010,2015,Live Action,0.29999999999999993,0.14405010438413357,0.39746300211416496,0.2222222222222222,0.3966033966033966,0.41335227272727276
Dangal,Disney,2010,2016,Live Action,0.406798245614035,0.16910229645093933,0.5221987315010571,0.1525925925925926,0.5514485514485514,0.5348011363636364
Do Dooni Chaar,Disney,2010,2010,Live Action,0.49912280701754375,0.12526096033402923,0.4207188160676534,0.20000000000000007,0.6763236763236763,0.6122159090909091
Into the Woods,Disney,2010,2014,Live Action,0.4787280701754385,0.1148225469728601,0.4587737843551798,0.09037037037037043,0.5794205794205795,0.6377840909090909
Jagga Jasoos,Disney,2010,2017,Live Action,0.36710526315789466,0.1586638830897703,0.3900634249471459,0.21037037037037032,0.5004995004995005,0.37215909090909094
Khoobsurat,Disney,2010,2014,Live Action,0.4177631578947367,0.1565762004175365,0.36046511627906974,0.2222222222222222,0.4675324675324675,0.5788352272727273
Lady and the Tramp,Disney,2010,2019,Live Action,0.4657894736842104,0.08141962421711901,0.31818181818181823,0.1511111111111112,0.4975024975024975,0.5703125
Maleficent Mistress of Evil,Disney,2010,2019,Live Action,0.22368421052631574,0.13987473903966596,0.3287526427061311,0.23851851851851857,0.22677322677322678,0.2471590909090909
Maleficent,Disney,2010,2014,Live Action,0.1614035087719298,0.12526096033402923,0.3847780126849895,0.1585185185185185,0.22777222777222778,0.2571022727272727
"McFarland, USA",Disney,2010,2015,Live Action,0.3642543859649122,0.11273486430062629,0.3710359408033827,0.19111111111111112,0.38461538461538464,0.44886363636363635
Million Dollar Arm,Disney,2010,2014,Live Action,0.5057017543859648,0.10855949895615868,0.38900634249471466,0.16000000000000003,0.6163836163836164,0.6732954545454546
Muppets Most Wanted,Disney,2010,2014,Live Action,0.39144736842105254,0.1503131524008351,0.39217758985200857,0.19259259259259254,0.4695304695304695,0.4779829545454546
Noelle,Disney,2010,2019,Live Action,0.3962719298245613,0.13778705636743216,0.4186046511627908,0.1777777777777778,0.5134865134865135,0.5028409090909091
Oz the Great and Powerful,Disney,2010,2013,Live Action,0.3859649122807016,0.1148225469728601,0.3583509513742072,0.18666666666666665,0.42357642357642356,0.49076704545454547
Pete's Dragon,Disney,2010,2016,Live Action,0.17916666666666664,0.09394572025052195,0.39640591966173366,0.1703703703703704,0.13986013986013987,0.28764204545454547
Pirates of the Caribbean 5 Salazar's Revenge,Disney,2010,2017,Live Action,0.29429824561403506,0.13361169102296455,0.39852008456659627,0.18814814814814818,0.2957042957042957,0.3203125
Pirates of the Caribbean On Stranger Tides,Disney,2010,2011,Live Action,0.3585526315789473,0.1586638830897703,0.3784355179704017,0.18518518518518512,0.3906093906093906,0.39204545454545453
"Prince of Persia, The Sands of Time",Disney,2010,2010,Live Action,0.20942982456140344,0.17118997912317335,0.5739957716701903,0.20000000000000007,0.3596403596403596,0.31178977272727276
Prom,Disney,2010,2011,Live Action,0.36995614035087715,0.10229645093945716,0.35729386892177595,0.17629629629629628,0.3926073926073926,0.45241477272727276
Queen of Katwe,Disney,2010,2016,Live Action,0.3149122807017543,0.1544885177453027,0.34460887949260044,0.2281481481481481,0.2977022977022977,0.2911931818181818
Saving Mr Banks,Disney,2010,2013,Live Action,0.3695175438596491,0.1586638830897703,0.39852008456659627,0.16296296296296298,0.4855144855144855,0.47372159090909094
Secretariat,Disney,2010,2010,Live Action,0.40109649122807006,0.14822546972860118,0.4344608879492601,0.2029629629629629,0.5244755244755245,0.4921875
Stargirl,Disney,2010,2020,Live Action,0.26820175438596483,0.10647181628392477,0.452431289640592,0.14074074074074072,0.37162837162837165,0.4296875
The BFG,Disney,2010,2016,Live Action,0.200219298245614,0.13569937369519824,0.39852008456659627,0.16148148148148145,0.2787212787212787,0.27059659090909094
The Finest Hours,Disney,2010,2016,Live Action,0.3491228070175438,0.09185803757828803,0.3689217758985201,0.17333333333333334,0.3046953046953047,0.48011363636363635
The Jungle Book,Disney,2010,2016,Live Action,0.22938596491228064,0.08768267223382042,0.4186046511627908,0.12888888888888883,0.2517482517482518,0.33522727272727276
The Lion King,Disney,2010,2019,Live Action,0.34736842105263155,0.1189979123173277,0.35412262156448204,0.18666666666666665,0.36063936063936064,0.47230113636363635
The Lone Ranger,Disney,2010,2013,Live Action,0.30131578947368415,0.13778705636743216,0.39217758985200857,0.1955555555555556,0.32667332667332666,0.3416193181818182
The Muppets,Disney,2010,2011,Live Action,0.4618421052631578,0.12317327766179531,0.35200845665961944,0.14814814814814814,0.5044955044955045,0.5497159090909091
The Nutcracker And The Four Realms,Disney,2010,2018,Live Action,0.22938596491228064,0.14196242171189977,0.32980972515856233,0.25629629629629636,0.26373626373626374,0.2649147727272727
The Odd Life of Timothy Green,Disney,2010,2012,Live Action,0.3739035087719298,0.09394572025052195,0.346723044397463,0.1511111111111112,0.3926073926073926,0.41832386363636365
The Sorcerer Apprentice,Disney,2010,2010,Live Action,0.29013157894736835,0.13987473903966596,0.40169133192389017,0.1703703703703704,0.38161838161838163,0.3650568181818182
Timmy Failure Mistakes Were Made,Disney,2010,2020,Live Action,0.3721491228070175,0.1586638830897703,0.39323467230443987,0.21185185185185196,0.4775224775224775,0.43678977272727276
Togo,Disney,2010,2019,Live Action,0.20767543859649118,0.12317327766179531,0.37949260042283306,0.18074074074074076,0.27972027972027974,0.24928977272727273
Tomorrowland,Disney,2010,2015,Live Action,0.36557017543859643,0.14196242171189977,0.3498942917547569,0.21777777777777785,0.3826173826173826,0.4609375
TRON Legacy,Disney,2010,2010,Live Action,0.2427631578947368,0.1544885177453027,0.38054968287526436,0.20740740740740737,0.28771228771228774,0.27840909090909094
Antz,Dreamworks,1990,1998,Animation,0.3370614035087719,0.13569937369519824,0.36680761099365755,0.18814814814814818,0.3986013986013986,0.42826704545454547
The Prince of Egypt,Dreamworks,1990,1998,Animation,0.1883771929824561,0.13987473903966596,0.41649048625792817,0.17333333333333334,0.1998001998001998,0.2215909090909091
Chicken Run,Dreamworks,2000,2000,Animation,0.28859649122807013,0.1169102296450939,0.33403805496828753,0.2029629629629629,0.32167832167832167,0.34375
Flushed Away,Dreamworks,2000,2006,Animation,0.5094298245614034,0.12734864300626303,0.5634249471458774,0.09037037037037043,0.8891108891108891,1.0
Madagascar,Dreamworks,2000,2005,Animation,0.3969298245614034,0.10020876826722336,0.3160676532769556,0.17925925925925923,0.42957042957042957,0.44105113636363635
Monsters Vs Aliens,Dreamworks,2000,2009,Animation,0.2618421052631578,0.14822546972860118,0.4027484143763215,0.21777777777777785,0.36363636363636365,0.36434659090909094
Over the Hedge,Dreamworks,2000,2006,Animation,0.39956140350877184,0.10438413361169097,0.3128964059196617,0.20000000000000007,0.42957042957042957,0.44105113636363635
Shanghai Knights,Dreamworks,2000,2003,Animation,0.32368421052631574,0.12734864300626303,0.3678646934460888,0.1955555555555556,0.44255744255744256,0.3380681818181818
Shark Tale,Dreamworks,2000,2004,Animation,0.5072368421052631,0.09812108559498955,0.29915433403805497,0.18666666666666665,0.5174825174825175,0.49715909090909094
Shrek 2,Dreamworks,2000,2004,Animation,0.33508771929824555,0.12943632567849683,0.3911205073995772,0.17925925925925923,0.3916083916083916,0.41903409090909094
Sinbad Legend of the Seven Seas,Dreamworks,2000,2003,Animation,0.21271929824561397,0.1189979123173277,0.34249471458773784,0.2281481481481481,0.24175824175824176,0.28053977272727276
The Road to El Dorado,Dreamworks,2000,2000,Animation,0.3418859649122806,0.10647181628392477,0.32452431289640593,0.14370370370370378,0.40559440559440557,0.3380681818181818
Wallace And Gromit In The Curse Of The Were-Rabbit,Dreamworks,2000,2005,Animation,0.08223684210526315,0.2379958246346554,0.39957716701902757,0.24592592592592588,0.1758241758241758,0.11576704545454546
Home,Dreamworks,2010,2015,Animation,0.26929824561403504,0.12943632567849683,0.3615221987315011,0.16888888888888898,0.3046953046953047,0.37215909090909094
How to Train Your Dragon,Dreamworks,2010,2010,Animation,0.26249999999999996,0.1189979123173277,0.3530655391120508,0.18666666666666665,0.28771228771228774,0.32670454545454547
Kung Fu Panda 2,Dreamworks,2010,2011,Animation,0.2258771929824561,0.1148225469728601,0.3689217758985201,0.14666666666666672,0.26173826173826176,0.26278409090909094
Kung Fu Panda 3,Dreamworks,2010,2016,Animation,0.3041666666666666,0.1148225469728601,0.34249471458773784,0.19407407407407407,0.35764235764235763,0.3671875
Madagascar 2 Escape 2 Africa,Dreamworks,2010,2008,Animation,0.3734649122807017,0.1148225469728601,0.34566596194503174,0.17629629629629628,0.43756243756243757,0.38423295454545453
Madagascar 3 Europe's Most Wanted,Dreamworks,2010,2012,Animation,0.3228070175438596,0.12943632567849683,0.35095137420718814,0.18814814814814818,0.36363636363636365,0.3984375
Megamind 3D,Dreamworks,2010,2010,Animation,0.35109649122807013,0.13152400835073064,0.40591966173361527,0.1777777777777778,0.5034965034965035,0.4701704545454546
Mr Peabody Sherman,Dreamworks,2010,2014,Animation,0.3581140350877192,0.1524008350730689,0.3403805496828753,0.2666666666666666,0.4205794205794206,0.4616477272727273
Penguins Of Madagascar,Dreamworks,2010,2014,Animation,0.30899122807017537,0.18371607515657618,0.3403805496828753,0.2474074074074074,0.4205794205794206,0.33309659090909094
