House,Category,Decade,Movie_len,Avg_WordLen_Movie,Avg_PhrLen_Movie,Avg_WordLen_Phrase,Num_Adjectives,Num_Adverbs
Aardman,Animation,2000,0.2655701754385965,0.16701461377870555,0.43657505285412257,0.17876543209876547,0.4338994338994339,0.45336174242424243
Aardman,Animation,2010,0.20894736842105263,0.10647181628392484,0.253276955602537,0.2343703703703704,0.2207792207792208,0.21605113636363638
Blue,Animation,2000,0.237719298245614,0.12004175365344463,0.35068710359408034,0.1788888888888889,0.28746253746253747,0.28551136363636365
Blue,Animation,2010,0.32665692007797265,0.11691022964509393,0.3474277660324171,0.18189300411522635,0.38528138528138534,0.37492108585858586
Disney,Animation,1930,0.19912280701754387,0.09394572025052195,0.3234672304439746,0.16296296296296298,0.25274725274725274,0.2137784090909091
Disney,Animation,1940,0.20258771929824557,0.14697286012526095,0.39154334038054966,0.1925925925925926,0.2991008991008991,0.24573863636363638
Disney,Animation,1950,0.2629824561403509,0.13444676409185802,0.3367864693446088,0.18103703703703705,0.33086913086913083,0.2973011363636363
Disney,Animation,1960,0.2902777777777778,0.12178148921363945,0.34707540521494007,0.19950617283950614,0.3862803862803863,0.3338068181818182
Disney,Animation,1970,0.25531798245614035,0.14405010438413357,0.3676004228329809,0.202962962962963,0.37362637362637363,0.3283025568181818
Disney,Animation,1980,0.23688596491228076,0.13194154488517743,0.3367864693446088,0.1825185185185185,0.3336663336663337,0.28338068181818177
Disney,Animation,1990,0.31333333333333335,0.12748782185107863,0.35778717406624383,0.1657283950617284,0.41698301698301693,0.3344223484848485
Disney,Animation,2000,0.31918016194331983,0.12654568813232692,0.38416815742397137,0.17641025641025643,0.41593022362253124,0.38565340909090917
Disney,Animation,2010,0.35825438596491227,0.12751565762004172,0.37348837209302316,0.18696296296296297,0.43076923076923074,0.4174999999999999
Disney,Animation + Live Action,1940,0.1739035087719298,0.17268118103191168,0.5196315312594383,0.17693121693121697,0.2987012987012987,0.23488230519480519
Disney,Animation + Live Action,1960,0.4410087719298246,0.1878914405010439,0.37737843551797035,0.2414814814814814,0.5984015984015985,0.49644886363636365
Disney,Animation + Live Action,1970,0.3805921052631579,0.12839248434237993,0.42336152219873147,0.16592592592592592,0.5304695304695305,0.48224431818181823
Disney,Animation + Live Action,1980,0.23026315789473684,0.1544885177453027,0.39852008456659616,0.2088888888888889,0.3276723276723277,0.3068181818181818
Disney,Animation + Live Action,1990,0.13739035087719298,0.2108559498956158,0.5052854122621564,0.24518518518518517,0.25524475524475526,0.18501420454545456
Disney,Animation + Live Action,2000,0.34978070175438597,0.14196242171189977,0.40063424947145865,0.18222222222222229,0.43956043956043955,0.40767045454545453
Disney,Animation + Live Action,2010,0.5296052631578947,0.1148225469728601,0.4725158562367864,0.10666666666666669,0.7562437562437563,0.8018465909090909
Disney,Live Action,1950,0.2625,0.1312630480167014,0.4726479915433403,0.1614814814814815,0.39073426573426573,0.3829012784090909
Disney,Live Action,1960,0.3867568226120859,0.1367432150313152,0.4281477566361286,0.18016460905349796,0.4516039516039517,0.45580808080808083
Disney,Live Action,1970,0.35344611528822056,0.13033104682373986,0.38200946340481223,0.17940035273368607,0.37790780647923505,0.41017316017316013
Disney,Live Action,1980,0.24237329434697857,0.12027371839480397,0.42594550152689686,0.17942386831275722,0.3038073038073038,0.33759469696969696
Disney,Live Action,1990,0.34486476608187133,0.1248260264439805,0.3632399577167018,0.16783950617283946,0.39050532800532806,0.36354758522727276
Disney,Live Action,2000,0.3753961516694963,0.12714660919927268,0.37147923344472483,0.17309438470728797,0.44468434791015443,0.417361620234604
Disney,Live Action,2010,0.336149322169059,0.13048016701461373,0.38595521814337896,0.1843097643097643,0.3981473072382164,0.4167904183884298
Dreamworks,Animation,1990,0.262719298245614,0.1377870563674321,0.39164904862579275,0.18074074074074076,0.29920079920079923,0.3249289772727273
Dreamworks,Animation,2000,0.3326555023923445,0.12867716834313905,0.36853738227945404,0.18814814814814815,0.4189446916719644,0.41625774793388426
Dreamworks,Animation,2010,0.303874269005848,0.1238691718858733,0.35539112050739957,0.1857777777777778,0.3603729603729604,0.36983901515151524
Illumination,Animation,2010,0.3146271929824561,0.11774530271398745,0.38150105708245236,0.1822222222222222,0.4042957042957043,0.40866477272727275
Paramount,Animation,2010,0.2889802631578947,0.13883089770354906,0.38292811839323465,0.19185185185185186,0.33791208791208793,0.3673650568181819
Sony,Animation,2000,0.3301169590643275,0.11551844119693803,0.34637068357998585,0.19061728395061725,0.3513153513153513,0.37973484848484845
Sony,Animation,2010,0.3638706140350877,0.12265135699373692,0.35015856236786463,0.18138888888888888,0.41839410589410586,0.4234730113636364
StudioGhibli,Animation,1980,0.24572368421052632,0.115866388308977,0.3469873150105708,0.1766666666666667,0.2932067932067932,0.33043323863636365
StudioGhibli,Animation,1990,0.2576754385964913,0.14047121980316132,0.43249773482331616,0.17777777777777778,0.3552162123590695,0.3758116883116883
StudioGhibli,Animation,2000,0.23675438596491225,0.11398747390396657,0.34207188160676527,0.18459259259259259,0.2887112887112887,0.3231534090909091
StudioGhibli,Animation,2010,0.2463157894736842,0.3231732776617954,0.35052854122621563,0.3623703703703704,0.3256743256743257,0.2759943181818182
Universal,Animation,1990,0.21649122807017546,0.11941544885177449,0.2976744186046511,0.20977777777777776,0.2517482517482518,0.2872159090909091
Universal,Animation,2000,0.176937134502924,0.12108559498956155,0.36346018322762513,0.17753086419753084,0.24633699633699635,0.26349431818181823
Universal,Animation,2010,0.23174342105263157,0.12265135699373692,0.3620507399577167,0.1844444444444444,0.2802197802197802,0.2879971590909091
