,Title,Year,Decade,House,Category,Flesch_Kincaid_score,flesch_score,dale_chall_score,spache_score,ari_score,coleman_liau_score,smog_score,linsear_write_score,Flesch_Kincaid_gl,flesch_gl,dale_chall_gl,spache_gl,ari_gl,coleman_liau_gl,smog_gl,linsear_write_gl,num_words,num_terms,rttr,cttr,mltd
40,Despicable Me,2010,2010,Illumination,Animation,0.26993365510870754,0.6395389661872461,0.0868759615666439,0.07004933895165022,0.403898701900003,0.7418052845619062,0.3123584144919277,0.1443999203878378,1,5,8,4,0,1,6,2,0.29423120599591185,0.43483816013628623,0.6598396524870995,0.6598396524870997,0.5644925206264196
41,Minions,2015,2010,Illumination,Animation,0.31736648910776527,0.5243752501617807,0.15031645024795104,0.18012777932118718,0.444223776434895,0.7542501279992311,0.3241376141764071,0.12071223601543928,2,5,10,4,0,1,6,1,0.23205768794004086,0.43611584327086883,0.7561374905942553,0.7561374905942555,0.5245393919142651
42,Sing,2016,2010,Illumination,Animation,0.2974351066726798,0.6473743276460286,0.09824919171922408,0.1403297383974056,0.4437404600376016,0.7850847576083105,0.32274187619553163,0.1989683810491632,1,5,10,4,0,2,6,3,0.613275039745628,0.637137989778535,0.6728767436939821,0.6728767436939822,0.4913615078668173
43,The Lorax,2012,2010,Illumination,Animation,0.2654155419802233,0.6746566134772163,0.07210709155968176,0.07686693638783293,0.4202732286307403,0.763216714603003,0.34020826836825435,0.17125203991687002,1,5,8,4,0,1,6,2,0.3470361117419941,0.44676320272572406,0.6192520563875583,0.6192520563875583,0.5279581222545112
44,The Road to El Dorado,2000,2000,Dreamworks,Animation,0.2592823379232189,0.7182632491905663,0.31707919067827506,0.383164830220204,0.3110371651903673,0.6872645572624759,0.33803964898284444,0.20041821144025118,1,5,13,6,0,-1,6,3,0.3797978650919827,0.48339011925042596,0.6443396347124967,0.6443396347124968,0.2799388604996871
45,Over the Hedge,2006,2000,Dreamworks,Animation,0.23222233178853888,0.6956064969648135,0.10014744495649841,0.09054654965695252,0.3927863928507438,0.7259448053766734,0.26882327401973705,0.12815440916614046,1,5,10,4,0,0,6,2,0.46632977515330454,0.5626064735945486,0.6826311006413822,0.6826311006413823,0.40151763068172086
46,Shanghai Knights,2003,2000,Dreamworks,Animation,0.2910531567320449,0.6084899273066524,0.1452356814022837,0.14875970219013235,0.44143492374781296,0.772990958649495,0.3412465135084677,0.15441403288074315,1,5,10,4,0,2,6,2,0.4456052691346809,0.6354344122657581,0.8055147370214739,0.8055147370214739,0.7531516389963592
47,Monsters Vs Aliens,2009,2000,Dreamworks,Animation,0.3513493220123587,0.5112469018705008,0.1305920462721325,0.15259990149125957,0.47623291600097034,0.8034683947202703,0.42427045085338133,0.17623405734369932,2,6,10,4,0,3,7,2,0.3812173518055871,0.57793867120954,0.789569163538653,0.7895691635386535,0.7454425480581058
48,Madagascar,2005,2000,Dreamworks,Animation,0.23541425907265112,0.6825146049762858,0.10020404418131357,0.0993221787934877,0.3910220881115412,0.7197416841208654,0.24304904049645826,0.11971432495417841,1,5,10,4,0,0,5,1,0.4711560299795594,0.561328790459966,0.6767903517877635,0.6767903517877638,0.3681277260718977
49,Chicken Run,2000,2000,Dreamworks,Animation,0.25564527908936413,0.6644666005308655,0.09320832774022914,0.10833699828690557,0.42462758702049697,0.7563205472119617,0.2907697611586634,0.14113481731539124,1,5,10,4,0,1,6,2,0.35782421076538723,0.5149063032367973,0.7172417558875618,0.7172417558875619,0.567654210496957
50,Wallace And Gromit In The Curse Of The Were-Rabbit,2005,2000,Dreamworks,Animation,0.39709012966595325,0.45606150463279116,0.21275877574337998,0.2721629653748662,0.49632012889429167,0.8233961709808083,0.4532575422120657,0.2066178772217076,3,6,12,5,0,3,7,3,0.12991142402907108,0.31601362862010224,0.7189538606842534,0.7189538606842536,0.9625184250855444
51,Shark Tale,2004,2000,Dreamworks,Animation,0.2473154237129606,0.6735752598231963,0.13001687276632123,0.14248619606080082,0.3938585390292801,0.7303085660242786,0.27740231625571055,0.13427393425891782,1,5,10,4,0,0,6,2,0.570633658868953,0.5813458262350937,0.6304617348287046,0.6304617348287049,0.44988933820449584
52,Shrek 2,2004,2000,Dreamworks,Animation,0.30268348709211,0.6095778901760358,0.08458504465729777,0.1274411071321998,0.4522848938816864,0.7877450597579838,0.3240442404259275,0.1735162217983457,2,5,8,4,0,2,6,2,0.45991369520781283,0.6222316865417377,0.7725905503051513,0.7725905503051516,0.5283230611497727
53,Sinbad Legend of the Seven Seas,2003,2000,Dreamworks,Animation,0.2678601539512858,0.6530401588761943,0.0636069876474884,0.08533840906101631,0.42672284688909745,0.7627244468752156,0.3197127184623243,0.15383791708733263,1,5,8,4,0,1,6,2,0.28474903474903474,0.41439522998296424,0.6358121436609614,0.6358121436609616,0.708343878021122
54,Flushed Away,2006,2000,Dreamworks,Animation,0.383968173763961,0.5436628713440848,0.09076284787455535,0.16174091648321842,0.5274515004329536,0.8437201330561134,0.4417821873397312,0.2629262468910404,2,5,10,4,2,4,7,3,0.8602089484442426,0.8262350936967632,0.7473555821572759,0.7473555821572759,0.4767747889192986
55,The Boss Baby,2017,2010,Dreamworks,Animation,0.2770259889304595,0.610119580344767,0.09169012637498342,0.10069021178821913,0.4092227807514537,0.7365463844023545,0.2944920972660655,0.12807728752614944,1,5,10,4,0,1,6,2,0.462241653418124,0.5519591141396933,0.6710621298594804,0.6710621298594808,0.5274049162982989
56,Mr Peabody Sherman,2014,2010,Dreamworks,Animation,0.3599873025256007,0.4945765535213624,0.16895980490740692,0.1776811593608807,0.4658291964212834,0.7956254038005474,0.4305860878418789,0.1763574338433947,2,6,10,4,0,2,7,2,0.47978650919827387,0.6729131175468485,0.8246049753029318,0.8246049753029316,0.6434812754875596
57,Kung Fu Panda 2,2011,2010,Dreamworks,Animation,0.2545362558053075,0.6958360258515026,0.09222565456357124,0.06378584763181494,0.3955620561002431,0.7452354014819466,0.27000124090612143,0.1661985903858547,1,5,10,4,0,1,6,2,0.28770156711333184,0.40204429301533223,0.6101641728262407,0.6101641728262408,0.5613176358199182
58,Kung Fu Panda 3,2016,2010,Dreamworks,Animation,0.26777910162323404,0.6405243398804448,0.10453071616609333,0.08135199172178376,0.4070481253830874,0.7426557073256987,0.26973610104801393,0.1381707195430615,1,5,10,4,0,1,6,2,0.38933681580740404,0.4599659284497445,0.5991770626035301,0.5991770626035302,0.5147542770643946
59,Puss in Boots 3D,2011,2010,Dreamworks,Animation,0.2563093465673857,0.6779161996764831,0.05348996329158451,0.04889343412802949,0.41216443927609564,0.7532404183173655,0.28791350990971465,0.154282966074783,1,5,8,4,0,1,6,2,0.3000227117874177,0.4288756388415673,0.6421759242853424,0.6421759242853426,0.7072375265796572
60,Rise of the Guardians,2012,2010,Dreamworks,Animation,0.21285734436962028,0.7292194536845278,0.05384488175167135,0.06779278420487556,0.3798464951988868,0.7148901755920456,0.24330294570346978,0.12414118771374419,1,5,8,4,0,0,5,1,0.35890302066772656,0.41439522998296424,0.5555831420287276,0.5555831420287278,0.5589380323664151
61,The Croods,2013,2010,Dreamworks,Animation,0.18007917950957483,0.7835583669024735,0.02205438139802951,0.0,0.35012239407189505,0.6883499286355942,0.2264940263509314,0.11705081510056371,0,9,8,3,0,-1,5,1,0.2959345900522371,0.3530664395229983,0.514591750806705,0.5145917508067053,0.5174887588190148
62,Penguins Of Madagascar,2014,2010,Dreamworks,Animation,0.3601241122908648,0.4639138399648166,0.18387137418787014,0.2074187540615542,0.4959378051139219,0.8054000238909313,0.39576891737537534,0.14486931805814227,2,6,12,5,0,3,7,2,0.3765046559164206,0.6460817717206133,0.9013955335373518,0.901395533537352,0.7521288612823277
63,Trolls,2016,2010,Dreamworks,Animation,0.3044816062344742,0.6120348705619332,0.08219706863404097,0.0929569604384386,0.4642234195136155,0.7976720763157936,0.32325556728645066,0.1787268476176588,2,5,8,4,0,2,6,2,0.43322734499205084,0.454855195911414,0.5550251179724542,0.5550251179724544,0.39812102540512473
64,Turbo,2013,2010,Dreamworks,Animation,0.27971361425406627,0.6355737609851793,0.07761039471480102,0.10774093549241825,0.43119505657707125,0.7676460059016394,0.30969467013154794,0.1570998978663077,1,5,8,4,0,1,6,2,0.39302748126277537,0.5242759795570698,0.694144173762445,0.694144173762445,0.46524305337388416
65,Home,2015,2010,Dreamworks,Animation,0.2974217408461647,0.585210790359076,0.12603654739387615,0.05143334556575363,0.4057419695892909,0.741543676209785,0.35329684038822207,0.14510420057729898,1,5,10,4,0,1,6,2,0.3364751305927776,0.4718909710391823,0.6718041079776831,0.6718041079776833,0.5371494147881924
66,Megamind 3D,2010,2010,Dreamworks,Animation,0.31921633389180154,0.5718874844335575,0.1008351433459117,0.1276112556218585,0.45302465842016965,0.7866262685975263,0.3645080517716497,0.17091049805775968,2,5,10,4,0,2,6,2,0.4935839200545083,0.6362862010221465,0.76139845791749,0.7613984579174904,0.6187998103183466
67,Madagascar 2 Escape 2 Africa,2008,2010,Dreamworks,Animation,0.2671042065462752,0.6441678151855155,0.09295103543139871,0.10280191517843607,0.4209842920384085,0.7541040825851497,0.32547839665027234,0.14498439709969527,1,5,10,4,0,1,6,2,0.46837383602089483,0.604344122657581,0.7395241877158216,0.7395241877158221,0.4294953069284091
68,How to Train Your Dragon,2010,2010,Dreamworks,Animation,0.24147844668849838,0.6832826002230461,0.08111671609464055,0.06315886793360226,0.4257580841425113,0.7531846762250852,0.2644073550026709,0.13224273851942994,1,5,8,4,0,1,6,2,0.33250056779468545,0.467206132879046,0.6686250012195885,0.6686250012195887,0.6240314394185141
69,Madagascar 3 Europe's Most Wanted,2012,2010,Dreamworks,Animation,0.30327984479722314,0.5705236983614359,0.10873413392558628,0.1013831401566897,0.4230359802681293,0.7522741798231986,0.3472100889078681,0.14105209030243163,2,5,10,4,0,1,6,2,0.40773336361571655,0.581771720613288,0.7659894766080516,0.765989476608052,0.5170318603372291
70,Antz,1998,1990,Dreamworks,Animation,0.3171036290893453,0.564775847842772,0.1118665202050112,0.12151270691842297,0.42875529933512685,0.7653651197683818,0.38678264780756255,0.16308806242097726,2,5,10,4,0,1,6,2,0.4413468089938678,0.548977853492334,0.6849209942714579,0.6849209942714582,0.5434056805486376
71,The Prince of Egypt,1998,1990,Dreamworks,Animation,0.3593140317519391,0.5801976708910708,0.07452202019000731,0.10766726988653608,0.5089253958272668,0.8312725624767605,0.39629100214274315,0.24952812173112782,2,5,8,4,0,3,7,3,0.26584147172382466,0.40417376490630325,0.6423653156036887,0.642365315603689,0.4645039318788896
72,My Neighbor Totoro,1988,1980,StudioGhibli,Animation,0.8213137203038958,0.27965402765225433,0.12670000826004768,0.49324567922562224,0.8939505203503939,0.8968915476006388,0.7414644252138887,0.8764260082951989,8,7,10,6,8,5,9,12,0.16125369066545536,0.24914821124361158,0.4848889959766728,0.48488899597667295,0.5854358373024701
73,Grave of the Fireflies,1988,1980,StudioGhibli,Animation,0.2888864218861429,0.6066912152050672,0.08624030878094002,0.12901879050908305,0.4400544293711441,0.7695301565461682,0.34263846834549005,0.14923896548806437,1,5,8,4,0,2,6,2,0.2017942312059959,0.3390119250425895,0.6125768606958226,0.6125768606958228,0.6535369853178548
74,Kikis Delivery Service,1989,1980,StudioGhibli,Animation,0.2915277449769054,0.6061918634255954,0.03677753132406758,0.04740595113763946,0.4225012850747681,0.7584687301672612,0.33119796988042816,0.1522020807037737,1,5,8,4,0,1,6,2,0.37213263683851916,0.4612436115843271,0.6172367073878244,0.6172367073878249,0.7748654895716526
75,Castle In The Sky,1986,1980,StudioGhibli,Animation,0.27105846565434877,0.6219349947435635,0.10580265421537582,0.1203571777649114,0.4171978512794415,0.7429141633423063,0.3038404815678236,0.12953150809568842,1,5,10,4,0,1,6,2,0.5195889166477402,0.59412265758092,0.6830951748825839,0.6830951748825844,0.7145391152356259
76,The Cat Returns,2002,2000,StudioGhibli,Animation,0.26600178772442507,0.6274689829835478,0.07849586059423652,0.1024911210169469,0.4120706753015658,0.7365052058565066,0.3170642424553175,0.1271581057892346,1,5,8,4,0,1,6,2,0.23069498069498068,0.35988074957410565,0.6086105599659486,0.6086105599659488,0.7682549237578642
77,Spirited Away,2001,2000,StudioGhibli,Animation,0.2354412133342084,0.6949987410907492,0.06087815546047126,0.09337971239610865,0.41067410093628826,0.7423568766781843,0.2711031735387498,0.13322109822926875,1,5,8,4,0,1,6,2,0.3300590506472859,0.42206132879046,0.5964480500874653,0.5964480500874654,0.6425785365021185
78,Ponyo,2008,2000,StudioGhibli,Animation,0.22542913055472066,0.6986033345493374,0.09397213422595041,0.09120708796069732,0.38329706749726,0.7122060134568808,0.21319383114825308,0.11545816990278367,1,5,10,4,0,0,5,1,0.2859981830570066,0.358603066439523,0.535006604686925,0.5350066046869253,0.5368783381333151
79,Howls Moving Castle,2004,2000,StudioGhibli,Animation,0.2838183801003553,0.6143280440066294,0.05496727766837339,0.10664567009155046,0.4536222844548087,0.7787226349408892,0.3244589157262763,0.1459715361296755,1,5,8,4,0,2,6,2,0.34470815353168294,0.4731686541737649,0.6646446675990226,0.664644667599023,0.7438667024572012
80,Tales From Earthsea,2006,2000,StudioGhibli,Animation,0.2650901673912145,0.6396093245841832,0.0639115494125998,0.09304238220111671,0.4380683867263134,0.7623463645927502,0.29581918221129744,0.13487256699799618,1,5,8,4,0,1,6,2,0.3051328639563934,0.4169505962521295,0.6154182119673693,0.6154182119673695,0.6514161535294842
81,The Wind Rises,2013,2010,StudioGhibli,Animation,0.35004567625105887,0.4778073892065575,0.07968480940460598,0.09015968012651909,0.48704980659531744,0.7959921456350687,0.4038040990567727,0.14133101199993972,2,6,8,4,0,2,7,2,0.3365319100613218,0.5289608177172062,0.7656768880934385,0.7656768880934386,0.8692035128079347
82,The Tale of The Princess Kaguya,2013,2010,StudioGhibli,Animation,0.38673064796827616,0.4809914976506602,0.06292189372808032,0.08373279656023946,0.5200819925873719,0.8413244913956522,0.44825514889139073,0.21123088411915186,3,6,8,4,2,4,7,3,0.5095957301839655,0.6132879045996593,0.7166588420272252,0.7166588420272253,0.5239012382541997
83,From Up on Poppy Hill,2011,2010,StudioGhibli,Animation,0.5157472781354693,0.37887360546032123,0.10844832890622425,0.23277491743994772,0.6237095402945465,0.8967687410449849,0.6211824455649599,0.35974913689373594,4,6,10,5,3,5,8,5,0.2530660913013854,0.4484667802385009,0.7439981621580346,0.7439981621580345,0.8930098258158649
84,When Marnie Was There,2014,2010,StudioGhibli,Animation,0.2857300979647873,0.6144190647566208,0.09686783960234502,0.09678840370229536,0.41650614999486246,0.7529917429828927,0.314685949384249,0.14842862550386332,1,5,10,4,0,1,6,2,0.29644560526913466,0.4067291311754685,0.6078815129872093,0.6078815129872097,0.74399054970097
85,Porco Rosso,1992,1990,StudioGhibli,Animation,0.27240252658422887,0.6269234484494328,0.060934287293801015,0.10745547051278692,0.4361046895183419,0.7614013563160263,0.297753378553022,0.13584082345765336,1,5,8,4,0,1,6,2,0.30490574608221666,0.4893526405451448,0.7405869598236322,0.7405869598236321,0.869452289484095
86,Only Yesterday,1991,1990,StudioGhibli,Animation,0.3187014776590351,0.577211918594744,0.08246753446089461,0.10326418665320669,0.4676252483581241,0.7984676341851658,0.3734757582607521,0.17577769002552895,2,5,8,4,0,2,6,2,0.40512150806268454,0.5890119250425895,0.7796779136251009,0.7796779136251011,0.7652349400163534
87,My Neighbors the Yamadas,1999,1990,StudioGhibli,Animation,0.3280237699251161,0.5457496737322591,0.10277724990310955,0.15592919712638065,0.46734434775558686,0.7942406969916678,0.4107574841060667,0.16674434069336938,2,5,10,4,0,2,7,2,0.2991142402907109,0.5029812606473595,0.7723037780106012,0.7723037780106017,0.6912335833531601
88,Whisper of the Heart,1995,1990,StudioGhibli,Animation,0.2514133102750069,0.6664021865596226,0.06263912492559642,0.06100572533177395,0.40446404125539664,0.738368170808159,0.3150857190346441,0.1377904724494986,1,5,8,4,0,1,6,2,0.3434590052237111,0.4331345826235094,0.600770531025008,0.6007705310250082,0.6519194947164686
89,Pom Poko,1994,1990,StudioGhibli,Animation,0.5430083833077928,0.2590620606562879,0.12565996780074995,0.1693702469712809,0.648942559113993,0.9316236029811709,0.6354313683426394,0.2988880019362472,4,7,10,4,4,6,8,4,0.5818759936406995,0.8760647359454855,0.9958173261307168,0.9958173261307168,0.8409574829605139
90,Princess Mononoke,1997,1990,StudioGhibli,Animation,0.29800843006387745,0.6187580142853428,0.016959387202477028,0.06206419866613877,0.4626837631759834,0.7955171879482995,0.34483882284942946,0.17587112312133954,1,5,8,4,0,2,6,2,0.5029525323642972,0.5319420783645656,0.6117087723323771,0.6117087723323771,0.783128821487497
91,The Ocean Waves,1993,1990,StudioGhibli,Animation,0.3472809158048895,0.5255237369660866,0.1759845808604371,0.17443244086730103,0.4743577490935392,0.8037382041528429,0.4262985216406878,0.18258865800157448,2,5,12,4,0,3,7,2,0.2857142857142857,0.4390971039182283,0.6785287895500821,0.6785287895500822,0.8453770583662773
92,The SpongeBob Movie Sponge Out of Water,2015,2010,Paramount,Animation,0.33859234727176757,0.5288366314893538,0.1271365628428338,0.1479215922340743,0.47575395382591373,0.8013285793801104,0.38070790886302097,0.1660640187186474,2,5,10,4,0,2,6,2,0.397456279809221,0.5323679727427598,0.702001257605504,0.7020012576055044,0.6912565104925374
93,Monster Trucks,2016,2010,Paramount,Animation,0.2441778718426224,0.6929360413960786,0.05419706111519629,0.06576110882659592,0.42021868454125183,0.7563176752244725,0.3214397526132684,0.15029009235335097,1,5,8,4,0,1,6,2,0.32097433568021805,0.442504258943782,0.6406335205771156,0.6406335205771159,0.6483721669948068
94,Sherlock Gnomes,2018,2010,Paramount,Animation,0.3079006701790298,0.5920361199239759,0.13749820741257857,0.14506203936943618,0.44851334291154626,0.7830736991522076,0.35332892772664326,0.16905273322603234,2,5,10,4,0,2,6,2,0.45894844424256187,0.6081771720613288,0.753577545136315,0.7535775451363151,0.6078075501100932
95,Wonder Park,2019,2010,Paramount,Animation,0.30763651635286665,0.579671557497194,0.074887365389943,0.07566437113049773,0.4607939942462047,0.7880132662705124,0.3666020561248201,0.15862226753667658,2,5,8,4,0,2,6,2,0.39546899841017485,0.5200170357751278,0.6851968917953616,0.6851968917953617,0.5634748016450103
96,The Fox And The Hound,1981,1980,Disney,Animation,0.25118200954686576,0.7333161472402465,0.3177882959850826,0.21628483117635722,0.27626887406321277,0.66163555994497,0.27470202919555153,0.19504695119110663,1,5,13,5,0,-2,6,2,0.20593913240972064,0.36115843270868825,0.6515160946743188,0.6515160946743193,0.6675454478447564
97,The Little Mermaid,1989,1980,Disney,Animation,0.3438682785524872,0.6321887737712384,0.3333138988534047,0.40736556448721306,0.3729072825833376,0.7275326586916353,0.39085670088686,0.27021717303081777,2,5,13,6,0,0,7,4,0.3732682262094027,0.510221465076661,0.6928641439782081,0.6928641439782082,0.33910170019604713
98,Oliver and Company,1988,1980,Disney,Animation,0.27571442085440373,0.6276888135038541,0.12965841951974477,0.15244726914146212,0.4201995132909233,0.7532859205399528,0.31533159598998517,0.14363639339044973,1,5,10,4,0,1,6,2,0.34152850329320916,0.4842419080068143,0.6862830687724264,0.6862830687724266,0.5695734450870982
99,The Great Mouse Detective,1986,1980,Disney,Animation,0.37260184020558185,0.47032785459610915,0.16512662907168862,0.18206886109904108,0.4840386038173429,0.8088165520525977,0.4393665636552828,0.17659019191051586,2,6,10,4,0,3,7,2,0.2519872813990461,0.4565587734241908,0.7610358675289682,0.7610358675289681,0.6258470359327764
100,The Black Cauldrion,1985,1980,Disney,Animation,0.24220957660541584,0.6753102243970792,0.06166232277092121,0.06433455324323278,0.4108828335212649,0.7381470067464777,0.23945067569746903,0.12438821669892675,1,5,8,4,0,1,5,1,0.27458550987962754,0.35477001703577515,0.5410508234515996,0.5410508234515996,0.5240209270057924
101,The Sword in the Stone,1963,1960,Disney,Animation,0.30380405117212017,0.6054445104189266,0.08709102902655386,0.11617734075306263,0.4510827847412432,0.786406544435785,0.388477812957309,0.17782905704153804,2,5,8,4,0,2,6,2,0.40012491483079715,0.5281090289608177,0.6928661999925401,0.6928661999925405,0.40405779081013815
102,One Hundred and One Dalmatians,1961,1960,Disney,Animation,0.2917517926347555,0.5939587511934215,0.12237072456155307,0.16777470173599152,0.45259018537511625,0.7751594816808831,0.3009159480665593,0.1387924048947986,1,5,10,4,0,2,6,2,0.3526572791278674,0.4825383304940375,0.671078992772394,0.6710789927723941,0.614697777377246
103,The Jungle Book,1967,1960,Disney,Animation,0.2883650503265554,0.6483706245318039,0.09498377300822258,0.13805700084807726,0.44335584334191475,0.7832943066911531,0.3286862850392007,0.1850650330621964,1,5,10,4,0,2,6,2,0.36849875085169204,0.4565587734241908,0.6133903362504497,0.61339033625045,0.478173574915824
104,Alice in Wonderland,1951,1950,Disney,Animation,0.3053555045358516,0.6390823760056912,0.16550010550002825,0.19852833521768265,0.40110054912912213,0.7539124021954055,0.33723678279091984,0.2061169410564298,2,5,10,5,0,1,6,3,0.37332500567794685,0.4663543441226576,0.6240919803555783,0.6240919803555787,0.36557360673957195
105,Lady and the Tramp,1955,1950,Disney,Animation,0.2959117854339163,0.6067802057875298,0.10786070736816833,0.15450994991024025,0.4420525655375711,0.7760736445424724,0.3350827161942682,0.16050713562290214,1,5,10,4,0,2,6,2,0.29559391324097206,0.4816865417376491,0.7401219107223308,0.7401219107223311,0.5873870642459853
106,Sleeping Beauty,1959,1950,Disney,Animation,0.31743724249916483,0.5969222243296746,0.07404555848958572,0.13940486028721788,0.4792451623805888,0.8100784520610331,0.3603732122362998,0.1903139149558884,2,5,8,4,0,3,6,2,0.24903474903474904,0.3862862010221465,0.6326157220735773,0.6326157220735777,0.42841943694391516
107,Cinderella,1950,1950,Disney,Animation,0.3458301008092223,0.5123305315799107,0.08850491764345436,0.10185233493803003,0.47036183492690453,0.7963388979566903,0.42358546169662414,0.16780988747265274,2,6,8,4,0,2,7,2,0.2932659550306609,0.39991482112436116,0.5997059166757788,0.5997059166757788,0.3982321394492778
108,Peter Pan,1953,1950,Disney,Animation,0.262602486408128,0.6542917958115937,0.14322913984909302,0.1648766047204907,0.4117285416788362,0.7481113303837922,0.23677036963136988,0.13954015555225602,1,5,10,4,0,1,5,2,0.4020554167612991,0.4906303236797275,0.6343031027578614,0.6343031027578616,0.35840378173076415
109,Treasure Planet,2002,2000,Disney,Animation,0.72214057873727,0.20766391109152238,0.12368737239139882,0.314744472230028,0.792811073265342,0.9415280434181024,0.801658640531624,0.5841811671791072,6,7,10,5,6,7,9,8,1.0,1.0,0.8530433122662111,0.8530433122662111,0.6603696183553822
110,Dinosaur,2000,2000,Disney,Animation,0.2298511722568759,0.7031762274951796,0.046863632252769016,0.06508112582982084,0.4018338412050081,0.7345624047934232,0.2621712865090796,0.13053581337097936,1,5,8,4,0,0,6,2,0.18407903702021347,0.29642248722316866,0.5518454273927187,0.5518454273927189,0.6770214651339762
111,Chicken Little,2005,2000,Disney,Animation,0.28250324149739253,0.6303422414736191,0.0864187915994159,0.09611300094494812,0.4367632274996194,0.7717324417063802,0.3026132576359907,0.15644884443804788,1,5,8,4,0,2,6,2,0.3692936634113105,0.522572402044293,0.7165603899214692,0.7165603899214694,0.3941441001032019
112,Ratatouille,2007,2000,Disney,Animation,0.3234639670942837,0.5654715444388541,0.09573138419258831,0.09468876791287384,0.4494210852639681,0.7843474562609337,0.4096436292408503,0.17688469854528993,2,5,10,4,0,2,7,2,0.5358846241199183,0.649488926746167,0.7438000610336888,0.743800061033689,0.5199517000134348
113,Recess Schools Out,2001,2000,Disney,Animation,0.38875269038148796,0.48659311669295136,0.1387087917620622,0.19421412001643212,0.521214386789964,0.8425051883038172,0.46271700737126353,0.22145818354117228,3,6,10,5,2,4,7,3,0.5453100158982512,0.7589437819420783,0.8792067257740412,0.8792067257740415,0.6421085358063912
114,Cars,2006,2000,Disney,Animation,0.2678667191665832,0.6535940241078322,0.12320927353694977,0.14905326063296986,0.4280573247917574,0.7639209048114739,0.3109431354611081,0.15359061728922543,1,5,10,4,0,1,6,2,0.6183284124460595,0.6690800681431005,0.7088618323602934,0.7088618323602935,0.5823932157382735
115,The Jungle Book 2,2003,2000,Disney,Animation,0.26942643746121475,0.6470599143833917,0.11959901513581084,0.1307461588150144,0.42312589270687273,0.7588668471200627,0.2701429316929146,0.14694472380474338,1,5,10,4,0,1,6,2,0.3065523506699977,0.3943781942078365,0.57492825264959,0.5749282526495902,0.4445197736842924
116,Lilo And Stitch,2002,2000,Disney,Animation,0.3188589841647572,0.5506309625292207,0.10353489902083213,0.09753990679756541,0.4381645954861814,0.7679437438812986,0.3676838463746174,0.151245705819184,2,5,10,4,0,1,6,2,0.29337951396774925,0.48807495741056217,0.7544648793721629,0.7544648793721629,0.7263627178324643
117,Monsters Inc,2001,2000,Disney,Animation,0.25735270865369947,0.6723247381756225,0.16242082040063988,0.1812628841559003,0.391510257858105,0.7366842507144202,0.3110371522644524,0.15288420837488428,1,5,10,4,0,1,6,2,0.5027254144901204,0.5557921635434413,0.6442395261274615,0.6442395261274618,0.4208891989289114
118,Meet the Robinsons,2007,2000,Disney,Animation,0.33287177752900804,0.5689712824842479,0.10357036592612501,0.12663500005158346,0.46420970662331756,0.7990794967775988,0.39123327260265006,0.19404264636075336,2,5,10,4,0,2,7,2,0.5226550079491257,0.6201022146507666,0.7153679851471217,0.7153679851471222,0.5343751537186782
119,The Emperors New Groove,2000,2000,Disney,Animation,0.24591152789854476,0.6913340266475725,0.09908911671790877,0.09815994179312293,0.4024142423031066,0.7438528474815718,0.2676106780206212,0.14732316992380617,1,5,10,4,0,1,6,2,0.46229843288666816,0.555366269165247,0.6758296760890766,0.675829676089077,0.5682707504670927
120,Finding Nemo,2003,2000,Disney,Animation,0.21124435745037737,0.7158906121381308,0.10432292729538428,0.10530950515038073,0.3699862683411052,0.6947504421726336,0.2215122230971155,0.10776465102841112,0,5,10,4,0,-1,5,1,0.5322507381330911,0.553236797274276,0.6196393451643911,0.6196393451643913,0.4562784098779834
121,WALL-E,2008,2000,Disney,Animation,0.3296021596537071,0.5081355385186095,0.13181070359949876,0.19626794330063158,0.46002751884727733,0.7709321293031486,0.34112608562775826,0.12815182979786316,2,6,10,5,0,2,6,2,0.1729502611855553,0.3198466780238501,0.624361714497479,0.6243617144974793,0.31603634009016357
122,Brother Bear,2003,2000,Disney,Animation,0.2644048631800744,0.6719247413576461,0.06861908949478235,0.08166794938021005,0.41167085438659706,0.7556853988713923,0.26799161683871375,0.16094559296324354,1,5,8,4,0,1,6,2,0.3411878264819441,0.4126916524701874,0.569670654849415,0.5696706548494153,0.5158798894323441
123,Return to Never Land,2002,2000,Disney,Animation,0.2037957890796805,0.7594511808573627,0.12044400159413327,0.11325443221922515,0.37962817893485434,0.7225279728998961,0.20439566367815842,0.13375770923897745,0,9,10,4,0,0,5,2,0.27095162389280036,0.3718057921635435,0.5763833411248666,0.5763833411248669,0.4270516298205296
124,The Wild,2006,2000,Disney,Animation,0.23807797852276635,0.6851613469329396,0.11516509902409267,0.12232275640984569,0.41299070502353713,0.7411064507926385,0.26057545107093794,0.12791380691183651,1,5,10,4,0,1,6,2,0.42919600272541447,0.5706984667802385,0.7278279211439993,0.7278279211439995,0.5740311340474634
125,Atlantis-The Lost Empire,2001,2000,Disney,Animation,0.3268757849394607,0.5818360057539369,0.148748493453842,0.19122029810139918,0.47571541286047836,0.8077605259072399,0.39975591447534453,0.19651566455527186,2,5,10,5,0,3,7,2,0.5072677719736544,0.7504258943781942,0.9038523445878817,0.9038523445878821,0.6886827443405612
