,Title,Year,Decade,House,Category,Flesch_Kincaid_score,flesch_score,dale_chall_score,spache_score,ari_score,coleman_liau_score,smog_score,linsear_write_score,Flesch_Kincaid_gl,flesch_gl,dale_chall_gl,spache_gl,ari_gl,coleman_liau_gl,smog_gl,linsear_write_gl
0,Ice Age Dawn of the Dinosaurs,2009,2000,Blue,Animation,0.2609417407688148,0.645334224215043,0.1058938953137406,0.13439461696611277,0.42189261162657804,0.7492681689785766,0.2793099248382569,0.13173636325703433,1,5,10,4,0,1,6,2
1,Horton Hears a Who,2008,2000,Blue,Animation,0.30750720487472943,0.5766288905348804,0.18954066353603627,0.1862051063046536,0.42505057947464775,0.7603868488842568,0.36618898720774906,0.1555900610658977,2,5,12,5,0,1,6,2
2,Ice Age 2-The Meltdown,2006,2000,Blue,Animation,0.266583430000588,0.6455330214574504,0.0891332791978473,0.09691567248976485,0.4266458956463901,0.7584676128610616,0.2853955628387852,0.14194622785252398,1,5,8,4,0,1,6,2
3,Ice Age,2002,2000,Blue,Animation,0.24264268431897038,0.6880927980134617,0.09590350213693333,0.11262329204762744,0.4060442930783349,0.7423720001420865,0.25656232386682243,0.1380072240560829,1,5,10,4,0,1,6,2
4,Epic,2013,2010,Blue,Animation,0.2619008876215912,0.6773837680658055,0.079020898700781,0.09575372528928305,0.4217540722895099,0.7633393130933255,0.29919014428351587,0.16418352631529237,1,5,8,4,0,1,6,2
5,Ferdinand,2017,2010,Blue,Animation,0.22132348295217996,0.7157067643235155,0.08987394939960469,0.10693479634099479,0.38569304806948485,0.7206339524585673,0.26279251644455215,0.12757759641509664,1,5,10,4,0,0,6,2
6,Ice Age 3 Continental Drift,2012,2010,Blue,Animation,0.2607321443458974,0.6531538076699857,0.17715436514892113,0.2115704413751509,0.3768719660492205,0.7201826776482695,0.30266824808294757,0.14041650650058132,1,5,12,5,0,0,6,2
7,Ice Age Collision Course,2016,2010,Blue,Animation,0.31115875861557996,0.5805079906335577,0.16947097785763632,0.1958709414273515,0.41690069001075497,0.7581807334736527,0.3573320043454131,0.16444115960374633,2,5,10,5,0,1,6,2
8,Robots,2005,2010,Blue,Animation,0.2604981806200144,0.6724165832217084,0.08525566352399572,0.10212898967902273,0.43130101865940557,0.7681171953443509,0.29071586173442154,0.15658432770017078,1,5,8,4,0,1,6,2
9,Rio 2,2014,2010,Blue,Animation,0.2980264199935539,0.5841867248089652,0.10767533169218235,0.11894874922064158,0.42879612420608726,0.7585882416710775,0.34350804035717253,0.14427105411894975,1,5,10,4,0,1,6,2
10,Spies in Disguise,2019,2010,Blue,Animation,0.2929722422755053,0.5869092013664048,0.13805296098610087,0.1406237700442866,0.4348262403480757,0.7594077472910725,0.337794662077637,0.13767409274568293,1,5,10,4,0,1,6,2
11,Rio,2011,2010,Blue,Animation,0.25153082188216624,0.6786389763188616,0.08081407727455969,0.08659760552296081,0.40512127561135747,0.7449160588224115,0.2860478649504663,0.14670793423468856,1,5,8,4,0,1,6,2
12,The Peanuts Movie,2015,2010,Blue,Animation,0.30309836456032346,0.6098108348391311,0.09931347094416865,0.10196191758136375,0.4580321900025511,0.792192379195374,0.32233935604887964,0.17427898599903763,2,5,10,4,0,2,6,2
13,The Land Before Time IX-Journey to Big Water,2002,2000,Universal,Animation,0.3076514357190204,0.6257495485006794,0.15824081167074744,0.15991574029698885,0.40863920860284586,0.7590450918424727,0.34912954007284214,0.19895720216755025,2,5,10,4,0,1,6,3
14,The Land Before Time XII-The Great Day Of The Flyers,2006,2000,Universal,Animation,0.26015022102559804,0.7009755771363868,0.0470690314092419,0.037012011278244716,0.410748041547287,0.7592893096404206,0.25112686986481836,0.17896219892900833,1,5,8,4,0,1,6,2
15,The Land Before Time XI,2005,2000,Universal,Animation,0.27130063489952405,0.7031758762232556,0.2379662287213571,0.26137847761234645,0.371234208967715,0.7319175042472494,0.3046218981902099,0.20404552607123722,1,5,12,5,0,0,6,3
16,Balto III Wings of Change,2004,2000,Universal,Animation,0.2077262531430129,0.7357242883568871,0.12717858850546582,0.10720566438296275,0.3485523126455176,0.6897468208244338,0.228124133824828,0.12033346986235964,0,5,10,4,0,-1,5,1
17,The Land Before Time X-The Great Longneck Migration,2003,2000,Universal,Animation,0.24798377222107892,0.717218996968525,0.04505562120571571,0.03724281018087061,0.42743860078747775,0.7706115904005182,0.3085226923358626,0.17773480357909383,1,5,8,4,0,2,6,2
18,The Land Before Time XIII -The Wisdom of Friends,2007,2000,Universal,Animation,0.23993063758013972,0.7289051161657674,0.015391248500700283,0.013017097895452467,0.4083082612964932,0.7559087917960633,0.2283941830390397,0.16861140351761386,1,5,8,4,0,1,5,2
19,Curious George 2 Follow That Monkey,2009,2000,Universal,Animation,0.35923729246895875,0.48045783114384166,0.12132609233155633,0.11844802089704998,0.4832116347366264,0.8031977930024743,0.4236643943448698,0.1614501329858255,2,6,10,4,0,3,7,2
20,The Land Before Time VII-The Stone of Cold Fire,2000,2000,Universal,Animation,0.3149090725106942,0.6197287635644324,0.041836000588347244,0.028614375315764273,0.46260995311656655,0.799206661089703,0.3689290120260441,0.2076589384359414,2,5,8,4,0,2,6,3
21,Balto II Wolf Quest,2002,2000,Universal,Animation,0.27349257291156687,0.6790438909664536,0.06626693519585114,0.06396177178577034,0.4128808244972487,0.7612248901602845,0.2635134941384656,0.18246443490140332,1,5,8,4,0,1,6,2
22,Van Helsing The London Assignment,2004,2000,Universal,Animation,0.3504087762177759,0.5278291467225045,0.1290665466747557,0.15882728500682053,0.48248648714406717,0.8113142927539307,0.4368139063106352,0.19116298216616634,2,5,10,4,0,3,7,2
23,The Chronicles Of Riddick-Dark Fury,2004,2000,Universal,Animation,0.37689740391002857,0.4797391327508782,0.09728054472064784,0.1357644987095845,0.5285578430625515,0.8454551606795382,0.4658696513977556,0.1955355720579892,2,6,10,4,2,4,7,2
24,The Land Before Time VIII-The Big Freeze,2001,2000,Universal,Animation,0.277710305453401,0.6796336083866836,0.07485942947144741,0.08759782131332294,0.4618396178912876,0.7981406536792067,0.3552564070223442,0.1980007929511543,1,5,8,4,0,2,6,3
25,Curious George 3 Back to the Jungle,2015,2010,Universal,Animation,0.325268440846178,0.5842980278929537,0.088183005239035,0.12073770815445362,0.48214080283543637,0.8124389285820002,0.39844194587150195,0.1959021357391174,2,5,8,4,0,3,7,2
26,The Land Before Time XIV-Journey Of The Brave,2016,2010,Universal,Animation,0.24999506310826294,0.6936592346815891,0.03681814064614031,0.03624575391718576,0.43629936323038326,0.7723640967893086,0.2614246520333149,0.1558800218943036,1,5,8,4,0,2,6,2
27,The Little Engine That Could,2010,2010,Universal,Animation,0.23416384073766786,0.6978562604997878,0.06643248464379858,0.06749810071927154,0.40790296129121456,0.7405890758349096,0.25426900075146874,0.13239348358673028,1,5,8,4,0,1,6,2
28,Curious George Royal Monkey,2019,2010,Universal,Animation,0.32431715638155445,0.6336884979682949,0.3172362677460294,0.3792237614741454,0.3632758606030483,0.7250723164693118,0.40601236060111445,0.24010740414331647,2,5,13,6,0,0,7,3
29,The Land Before Time IV-Journey Through the Mists,1996,1990,Universal,Animation,0.2460767778497886,0.6819300792265137,0.07492934294705311,0.07507511392673116,0.4197132466429805,0.7525524808584856,0.29110436230327486,0.14089210565393442,1,5,8,4,0,1,6,2
30,The Land Before Time V-The Mysterious Island,1997,1990,Universal,Animation,0.25636329453585316,0.7058628334276484,0.12050930776657853,0.12157223162826414,0.39633403355896174,0.7483587832275144,0.2862965684078901,0.17971245009850362,1,5,10,4,0,1,6,2
31,The Land Before Time VI-The Secret of Saurus Rock,1998,1990,Universal,Animation,0.2522589987989395,0.6706427265512032,0.068964520503081,0.06642204655555195,0.4170396828300286,0.7506736136827031,0.27694648265474275,0.13992765640666635,1,5,8,4,0,1,6,2
32,The Land Before Time II-The Great Valley Adventure,1994,1990,Universal,Animation,0.2255988109359808,0.6956416092588049,0.12627161069930137,0.11277714719052157,0.38748358690671597,0.7131945492739766,0.24030361568334968,0.11487987250522957,1,5,10,4,0,0,5,1
33,The Land Before Time III-The Time of The Great Giving,1995,1990,Universal,Animation,0.2601158232209889,0.6687138109831925,0.06748834322210473,0.0766206230019203,0.4345621925147794,0.7689874938833597,0.2803462227276511,0.15172826074117476,1,5,8,4,0,2,6,2
34,The Grinch,2018,2010,Illumination,Animation,0.2552053615404527,0.6730905730538783,0.07620341940397346,0.08483550294680686,0.43131219760739603,0.7647525625792736,0.2792600808291439,0.14732479518046548,1,5,8,4,0,1,6,2
35,Despicable Me 2,2013,2010,Illumination,Animation,0.5574187900574901,0.33164696971842167,0.10631941639723286,0.19532248552293574,0.6525869680206253,0.9088124206677521,0.6632332520576896,0.3938641710893352,4,6,10,5,4,6,8,5
36,Hop,2011,2010,Illumination,Animation,0.26083338196535916,0.6569147815944825,0.11023766363960208,0.09751883690466123,0.3968886040208269,0.7368655053658076,0.3122210445196525,0.14483013591874522,1,5,10,4,0,1,6,2
37,The Secret Life of Pets 2,2019,2010,Illumination,Animation,0.23238693906839805,0.7158921872336586,0.227461623645154,0.24052301394444742,0.32868967704232604,0.689286010407921,0.23553301035163787,0.14448294029093212,1,5,12,5,0,-1,5,2
38,Despicable Me 3,2017,2010,Illumination,Animation,0.2355316803770735,0.678437145185609,0.12522360042541703,0.10816346206303629,0.37453122682144213,0.704636367634091,0.2865920826110163,0.11950512521573971,1,5,10,4,0,0,6,1
39,The Secret Life of Pets,2016,2010,Illumination,Animation,0.2171537470514771,0.7262720379063548,0.09322315570428152,0.09191152946929293,0.3807033415643599,0.7187039076779812,0.22499062313536733,0.1274541383269941,1,5,10,4,0,0,5,2
40,Despicable Me,2010,2010,Illumination,Animation,0.26993365510870754,0.6395389661872461,0.0868759615666439,0.07004933895165022,0.403898701900003,0.7418052845619062,0.3123584144919277,0.1443999203878378,1,5,8,4,0,1,6,2
41,Minions,2015,2010,Illumination,Animation,0.31736648910776527,0.5243752501617807,0.15031645024795104,0.18012777932118718,0.444223776434895,0.7542501279992311,0.3241376141764071,0.12071223601543928,2,5,10,4,0,1,6,1
42,Sing,2016,2010,Illumination,Animation,0.2974351066726798,0.6473743276460286,0.09824919171922408,0.1403297383974056,0.4437404600376016,0.7850847576083105,0.32274187619553163,0.1989683810491632,1,5,10,4,0,2,6,3
43,The Lorax,2012,2010,Illumination,Animation,0.2654155419802233,0.6746566134772163,0.07210709155968176,0.07686693638783293,0.4202732286307403,0.763216714603003,0.34020826836825435,0.17125203991687002,1,5,8,4,0,1,6,2
44,The Road to El Dorado,2000,2000,Dreamworks,Animation,0.2592823379232189,0.7182632491905663,0.31707919067827506,0.383164830220204,0.3110371651903673,0.6872645572624759,0.33803964898284444,0.20041821144025118,1,5,13,6,0,-1,6,3
45,Over the Hedge,2006,2000,Dreamworks,Animation,0.23222233178853888,0.6956064969648135,0.10014744495649841,0.09054654965695252,0.3927863928507438,0.7259448053766734,0.26882327401973705,0.12815440916614046,1,5,10,4,0,0,6,2
46,Shanghai Knights,2003,2000,Dreamworks,Animation,0.2910531567320449,0.6084899273066524,0.1452356814022837,0.14875970219013235,0.44143492374781296,0.772990958649495,0.3412465135084677,0.15441403288074315,1,5,10,4,0,2,6,2
47,Monsters Vs Aliens,2009,2000,Dreamworks,Animation,0.3513493220123587,0.5112469018705008,0.1305920462721325,0.15259990149125957,0.47623291600097034,0.8034683947202703,0.42427045085338133,0.17623405734369932,2,6,10,4,0,3,7,2
48,Madagascar,2005,2000,Dreamworks,Animation,0.23541425907265112,0.6825146049762858,0.10020404418131357,0.0993221787934877,0.3910220881115412,0.7197416841208654,0.24304904049645826,0.11971432495417841,1,5,10,4,0,0,5,1
49,Chicken Run,2000,2000,Dreamworks,Animation,0.25564527908936413,0.6644666005308655,0.09320832774022914,0.10833699828690557,0.42462758702049697,0.7563205472119617,0.2907697611586634,0.14113481731539124,1,5,10,4,0,1,6,2
50,Wallace And Gromit In The Curse Of The Were-Rabbit,2005,2000,Dreamworks,Animation,0.39709012966595325,0.45606150463279116,0.21275877574337998,0.2721629653748662,0.49632012889429167,0.8233961709808083,0.4532575422120657,0.2066178772217076,3,6,12,5,0,3,7,3
51,Shark Tale,2004,2000,Dreamworks,Animation,0.2473154237129606,0.6735752598231963,0.13001687276632123,0.14248619606080082,0.3938585390292801,0.7303085660242786,0.27740231625571055,0.13427393425891782,1,5,10,4,0,0,6,2
52,Shrek 2,2004,2000,Dreamworks,Animation,0.30268348709211,0.6095778901760358,0.08458504465729777,0.1274411071321998,0.4522848938816864,0.7877450597579838,0.3240442404259275,0.1735162217983457,2,5,8,4,0,2,6,2
53,Sinbad Legend of the Seven Seas,2003,2000,Dreamworks,Animation,0.2678601539512858,0.6530401588761943,0.0636069876474884,0.08533840906101631,0.42672284688909745,0.7627244468752156,0.3197127184623243,0.15383791708733263,1,5,8,4,0,1,6,2
54,Flushed Away,2006,2000,Dreamworks,Animation,0.383968173763961,0.5436628713440848,0.09076284787455535,0.16174091648321842,0.5274515004329536,0.8437201330561134,0.4417821873397312,0.2629262468910404,2,5,10,4,2,4,7,3
55,The Boss Baby,2017,2010,Dreamworks,Animation,0.2770259889304595,0.610119580344767,0.09169012637498342,0.10069021178821913,0.4092227807514537,0.7365463844023545,0.2944920972660655,0.12807728752614944,1,5,10,4,0,1,6,2
56,Mr Peabody Sherman,2014,2010,Dreamworks,Animation,0.3599873025256007,0.4945765535213624,0.16895980490740692,0.1776811593608807,0.4658291964212834,0.7956254038005474,0.4305860878418789,0.1763574338433947,2,6,10,4,0,2,7,2
57,Kung Fu Panda 2,2011,2010,Dreamworks,Animation,0.2545362558053075,0.6958360258515026,0.09222565456357124,0.06378584763181494,0.3955620561002431,0.7452354014819466,0.27000124090612143,0.1661985903858547,1,5,10,4,0,1,6,2
58,Kung Fu Panda 3,2016,2010,Dreamworks,Animation,0.26777910162323404,0.6405243398804448,0.10453071616609333,0.08135199172178376,0.4070481253830874,0.7426557073256987,0.26973610104801393,0.1381707195430615,1,5,10,4,0,1,6,2
59,Puss in Boots 3D,2011,2010,Dreamworks,Animation,0.2563093465673857,0.6779161996764831,0.05348996329158451,0.04889343412802949,0.41216443927609564,0.7532404183173655,0.28791350990971465,0.154282966074783,1,5,8,4,0,1,6,2
60,Rise of the Guardians,2012,2010,Dreamworks,Animation,0.21285734436962028,0.7292194536845278,0.05384488175167135,0.06779278420487556,0.3798464951988868,0.7148901755920456,0.24330294570346978,0.12414118771374419,1,5,8,4,0,0,5,1
61,The Croods,2013,2010,Dreamworks,Animation,0.18007917950957483,0.7835583669024735,0.02205438139802951,0.0,0.35012239407189505,0.6883499286355942,0.2264940263509314,0.11705081510056371,0,9,8,3,0,-1,5,1
62,Penguins Of Madagascar,2014,2010,Dreamworks,Animation,0.3601241122908648,0.4639138399648166,0.18387137418787014,0.2074187540615542,0.4959378051139219,0.8054000238909313,0.39576891737537534,0.14486931805814227,2,6,12,5,0,3,7,2
63,Trolls,2016,2010,Dreamworks,Animation,0.3044816062344742,0.6120348705619332,0.08219706863404097,0.0929569604384386,0.4642234195136155,0.7976720763157936,0.32325556728645066,0.1787268476176588,2,5,8,4,0,2,6,2
64,Turbo,2013,2010,Dreamworks,Animation,0.27971361425406627,0.6355737609851793,0.07761039471480102,0.10774093549241825,0.43119505657707125,0.7676460059016394,0.30969467013154794,0.1570998978663077,1,5,8,4,0,1,6,2
65,Home,2015,2010,Dreamworks,Animation,0.2974217408461647,0.585210790359076,0.12603654739387615,0.05143334556575363,0.4057419695892909,0.741543676209785,0.35329684038822207,0.14510420057729898,1,5,10,4,0,1,6,2
66,Megamind 3D,2010,2010,Dreamworks,Animation,0.31921633389180154,0.5718874844335575,0.1008351433459117,0.1276112556218585,0.45302465842016965,0.7866262685975263,0.3645080517716497,0.17091049805775968,2,5,10,4,0,2,6,2
67,Madagascar 2 Escape 2 Africa,2008,2010,Dreamworks,Animation,0.2671042065462752,0.6441678151855155,0.09295103543139871,0.10280191517843607,0.4209842920384085,0.7541040825851497,0.32547839665027234,0.14498439709969527,1,5,10,4,0,1,6,2
68,How to Train Your Dragon,2010,2010,Dreamworks,Animation,0.24147844668849838,0.6832826002230461,0.08111671609464055,0.06315886793360226,0.4257580841425113,0.7531846762250852,0.2644073550026709,0.13224273851942994,1,5,8,4,0,1,6,2
69,Madagascar 3 Europe's Most Wanted,2012,2010,Dreamworks,Animation,0.30327984479722314,0.5705236983614359,0.10873413392558628,0.1013831401566897,0.4230359802681293,0.7522741798231986,0.3472100889078681,0.14105209030243163,2,5,10,4,0,1,6,2
70,Antz,1998,1990,Dreamworks,Animation,0.3171036290893453,0.564775847842772,0.1118665202050112,0.12151270691842297,0.42875529933512685,0.7653651197683818,0.38678264780756255,0.16308806242097726,2,5,10,4,0,1,6,2
71,The Prince of Egypt,1998,1990,Dreamworks,Animation,0.3593140317519391,0.5801976708910708,0.07452202019000731,0.10766726988653608,0.5089253958272668,0.8312725624767605,0.39629100214274315,0.24952812173112782,2,5,8,4,0,3,7,3
72,My Neighbor Totoro,1988,1980,StudioGhibli,Animation,0.8213137203038958,0.27965402765225433,0.12670000826004768,0.49324567922562224,0.8939505203503939,0.8968915476006388,0.7414644252138887,0.8764260082951989,8,7,10,6,8,5,9,12
73,Grave of the Fireflies,1988,1980,StudioGhibli,Animation,0.2888864218861429,0.6066912152050672,0.08624030878094002,0.12901879050908305,0.4400544293711441,0.7695301565461682,0.34263846834549005,0.14923896548806437,1,5,8,4,0,2,6,2
74,Kikis Delivery Service,1989,1980,StudioGhibli,Animation,0.2915277449769054,0.6061918634255954,0.03677753132406758,0.04740595113763946,0.4225012850747681,0.7584687301672612,0.33119796988042816,0.1522020807037737,1,5,8,4,0,1,6,2
75,Castle In The Sky,1986,1980,StudioGhibli,Animation,0.27105846565434877,0.6219349947435635,0.10580265421537582,0.1203571777649114,0.4171978512794415,0.7429141633423063,0.3038404815678236,0.12953150809568842,1,5,10,4,0,1,6,2
76,The Cat Returns,2002,2000,StudioGhibli,Animation,0.26600178772442507,0.6274689829835478,0.07849586059423652,0.1024911210169469,0.4120706753015658,0.7365052058565066,0.3170642424553175,0.1271581057892346,1,5,8,4,0,1,6,2
77,Spirited Away,2001,2000,StudioGhibli,Animation,0.2354412133342084,0.6949987410907492,0.06087815546047126,0.09337971239610865,0.41067410093628826,0.7423568766781843,0.2711031735387498,0.13322109822926875,1,5,8,4,0,1,6,2
78,Ponyo,2008,2000,StudioGhibli,Animation,0.22542913055472066,0.6986033345493374,0.09397213422595041,0.09120708796069732,0.38329706749726,0.7122060134568808,0.21319383114825308,0.11545816990278367,1,5,10,4,0,0,5,1
79,Howls Moving Castle,2004,2000,StudioGhibli,Animation,0.2838183801003553,0.6143280440066294,0.05496727766837339,0.10664567009155046,0.4536222844548087,0.7787226349408892,0.3244589157262763,0.1459715361296755,1,5,8,4,0,2,6,2
80,Tales From Earthsea,2006,2000,StudioGhibli,Animation,0.2650901673912145,0.6396093245841832,0.0639115494125998,0.09304238220111671,0.4380683867263134,0.7623463645927502,0.29581918221129744,0.13487256699799618,1,5,8,4,0,1,6,2
81,The Wind Rises,2013,2010,StudioGhibli,Animation,0.35004567625105887,0.4778073892065575,0.07968480940460598,0.09015968012651909,0.48704980659531744,0.7959921456350687,0.4038040990567727,0.14133101199993972,2,6,8,4,0,2,7,2
82,The Tale of The Princess Kaguya,2013,2010,StudioGhibli,Animation,0.38673064796827616,0.4809914976506602,0.06292189372808032,0.08373279656023946,0.5200819925873719,0.8413244913956522,0.44825514889139073,0.21123088411915186,3,6,8,4,2,4,7,3
83,From Up on Poppy Hill,2011,2010,StudioGhibli,Animation,0.5157472781354693,0.37887360546032123,0.10844832890622425,0.23277491743994772,0.6237095402945465,0.8967687410449849,0.6211824455649599,0.35974913689373594,4,6,10,5,3,5,8,5
84,When Marnie Was There,2014,2010,StudioGhibli,Animation,0.2857300979647873,0.6144190647566208,0.09686783960234502,0.09678840370229536,0.41650614999486246,0.7529917429828927,0.314685949384249,0.14842862550386332,1,5,10,4,0,1,6,2
85,Porco Rosso,1992,1990,StudioGhibli,Animation,0.27240252658422887,0.6269234484494328,0.060934287293801015,0.10745547051278692,0.4361046895183419,0.7614013563160263,0.297753378553022,0.13584082345765336,1,5,8,4,0,1,6,2
86,Only Yesterday,1991,1990,StudioGhibli,Animation,0.3187014776590351,0.577211918594744,0.08246753446089461,0.10326418665320669,0.4676252483581241,0.7984676341851658,0.3734757582607521,0.17577769002552895,2,5,8,4,0,2,6,2
87,My Neighbors the Yamadas,1999,1990,StudioGhibli,Animation,0.3280237699251161,0.5457496737322591,0.10277724990310955,0.15592919712638065,0.46734434775558686,0.7942406969916678,0.4107574841060667,0.16674434069336938,2,5,10,4,0,2,7,2
88,Whisper of the Heart,1995,1990,StudioGhibli,Animation,0.2514133102750069,0.6664021865596226,0.06263912492559642,0.06100572533177395,0.40446404125539664,0.738368170808159,0.3150857190346441,0.1377904724494986,1,5,8,4,0,1,6,2
89,Pom Poko,1994,1990,StudioGhibli,Animation,0.5430083833077928,0.2590620606562879,0.12565996780074995,0.1693702469712809,0.648942559113993,0.9316236029811709,0.6354313683426394,0.2988880019362472,4,7,10,4,4,6,8,4
90,Princess Mononoke,1997,1990,StudioGhibli,Animation,0.29800843006387745,0.6187580142853428,0.016959387202477028,0.06206419866613877,0.4626837631759834,0.7955171879482995,0.34483882284942946,0.17587112312133954,1,5,8,4,0,2,6,2
91,The Ocean Waves,1993,1990,StudioGhibli,Animation,0.3472809158048895,0.5255237369660866,0.1759845808604371,0.17443244086730103,0.4743577490935392,0.8037382041528429,0.4262985216406878,0.18258865800157448,2,5,12,4,0,3,7,2
92,The SpongeBob Movie Sponge Out of Water,2015,2010,Paramount,Animation,0.33859234727176757,0.5288366314893538,0.1271365628428338,0.1479215922340743,0.47575395382591373,0.8013285793801104,0.38070790886302097,0.1660640187186474,2,5,10,4,0,2,6,2
93,Monster Trucks,2016,2010,Paramount,Animation,0.2441778718426224,0.6929360413960786,0.05419706111519629,0.06576110882659592,0.42021868454125183,0.7563176752244725,0.3214397526132684,0.15029009235335097,1,5,8,4,0,1,6,2
94,Sherlock Gnomes,2018,2010,Paramount,Animation,0.3079006701790298,0.5920361199239759,0.13749820741257857,0.14506203936943618,0.44851334291154626,0.7830736991522076,0.35332892772664326,0.16905273322603234,2,5,10,4,0,2,6,2
95,Wonder Park,2019,2010,Paramount,Animation,0.30763651635286665,0.579671557497194,0.074887365389943,0.07566437113049773,0.4607939942462047,0.7880132662705124,0.3666020561248201,0.15862226753667658,2,5,8,4,0,2,6,2
96,The Fox And The Hound,1981,1980,Disney,Animation,0.25118200954686576,0.7333161472402465,0.3177882959850826,0.21628483117635722,0.27626887406321277,0.66163555994497,0.27470202919555153,0.19504695119110663,1,5,13,5,0,-2,6,2
97,The Little Mermaid,1989,1980,Disney,Animation,0.3438682785524872,0.6321887737712384,0.3333138988534047,0.40736556448721306,0.3729072825833376,0.7275326586916353,0.39085670088686,0.27021717303081777,2,5,13,6,0,0,7,4
98,Oliver and Company,1988,1980,Disney,Animation,0.27571442085440373,0.6276888135038541,0.12965841951974477,0.15244726914146212,0.4201995132909233,0.7532859205399528,0.31533159598998517,0.14363639339044973,1,5,10,4,0,1,6,2
99,The Great Mouse Detective,1986,1980,Disney,Animation,0.37260184020558185,0.47032785459610915,0.16512662907168862,0.18206886109904108,0.4840386038173429,0.8088165520525977,0.4393665636552828,0.17659019191051586,2,6,10,4,0,3,7,2
100,The Black Cauldrion,1985,1980,Disney,Animation,0.24220957660541584,0.6753102243970792,0.06166232277092121,0.06433455324323278,0.4108828335212649,0.7381470067464777,0.23945067569746903,0.12438821669892675,1,5,8,4,0,1,5,1
101,The Sword in the Stone,1963,1960,Disney,Animation,0.30380405117212017,0.6054445104189266,0.08709102902655386,0.11617734075306263,0.4510827847412432,0.786406544435785,0.388477812957309,0.17782905704153804,2,5,8,4,0,2,6,2
102,One Hundred and One Dalmatians,1961,1960,Disney,Animation,0.2917517926347555,0.5939587511934215,0.12237072456155307,0.16777470173599152,0.45259018537511625,0.7751594816808831,0.3009159480665593,0.1387924048947986,1,5,10,4,0,2,6,2
103,The Jungle Book,1967,1960,Disney,Animation,0.2883650503265554,0.6483706245318039,0.09498377300822258,0.13805700084807726,0.44335584334191475,0.7832943066911531,0.3286862850392007,0.1850650330621964,1,5,10,4,0,2,6,2
104,Alice in Wonderland,1951,1950,Disney,Animation,0.3053555045358516,0.6390823760056912,0.16550010550002825,0.19852833521768265,0.40110054912912213,0.7539124021954055,0.33723678279091984,0.2061169410564298,2,5,10,5,0,1,6,3
105,Lady and the Tramp,1955,1950,Disney,Animation,0.2959117854339163,0.6067802057875298,0.10786070736816833,0.15450994991024025,0.4420525655375711,0.7760736445424724,0.3350827161942682,0.16050713562290214,1,5,10,4,0,2,6,2
106,Sleeping Beauty,1959,1950,Disney,Animation,0.31743724249916483,0.5969222243296746,0.07404555848958572,0.13940486028721788,0.4792451623805888,0.8100784520610331,0.3603732122362998,0.1903139149558884,2,5,8,4,0,3,6,2
107,Cinderella,1950,1950,Disney,Animation,0.3458301008092223,0.5123305315799107,0.08850491764345436,0.10185233493803003,0.47036183492690453,0.7963388979566903,0.42358546169662414,0.16780988747265274,2,6,8,4,0,2,7,2
108,Peter Pan,1953,1950,Disney,Animation,0.262602486408128,0.6542917958115937,0.14322913984909302,0.1648766047204907,0.4117285416788362,0.7481113303837922,0.23677036963136988,0.13954015555225602,1,5,10,4,0,1,5,2
109,Treasure Planet,2002,2000,Disney,Animation,0.72214057873727,0.20766391109152238,0.12368737239139882,0.314744472230028,0.792811073265342,0.9415280434181024,0.801658640531624,0.5841811671791072,6,7,10,5,6,7,9,8
110,Dinosaur,2000,2000,Disney,Animation,0.2298511722568759,0.7031762274951796,0.046863632252769016,0.06508112582982084,0.4018338412050081,0.7345624047934232,0.2621712865090796,0.13053581337097936,1,5,8,4,0,0,6,2
111,Chicken Little,2005,2000,Disney,Animation,0.28250324149739253,0.6303422414736191,0.0864187915994159,0.09611300094494812,0.4367632274996194,0.7717324417063802,0.3026132576359907,0.15644884443804788,1,5,8,4,0,2,6,2
112,Ratatouille,2007,2000,Disney,Animation,0.3234639670942837,0.5654715444388541,0.09573138419258831,0.09468876791287384,0.4494210852639681,0.7843474562609337,0.4096436292408503,0.17688469854528993,2,5,10,4,0,2,7,2
113,Recess Schools Out,2001,2000,Disney,Animation,0.38875269038148796,0.48659311669295136,0.1387087917620622,0.19421412001643212,0.521214386789964,0.8425051883038172,0.46271700737126353,0.22145818354117228,3,6,10,5,2,4,7,3
114,Cars,2006,2000,Disney,Animation,0.2678667191665832,0.6535940241078322,0.12320927353694977,0.14905326063296986,0.4280573247917574,0.7639209048114739,0.3109431354611081,0.15359061728922543,1,5,10,4,0,1,6,2
115,The Jungle Book 2,2003,2000,Disney,Animation,0.26942643746121475,0.6470599143833917,0.11959901513581084,0.1307461588150144,0.42312589270687273,0.7588668471200627,0.2701429316929146,0.14694472380474338,1,5,10,4,0,1,6,2
116,Lilo And Stitch,2002,2000,Disney,Animation,0.3188589841647572,0.5506309625292207,0.10353489902083213,0.09753990679756541,0.4381645954861814,0.7679437438812986,0.3676838463746174,0.151245705819184,2,5,10,4,0,1,6,2
117,Monsters Inc,2001,2000,Disney,Animation,0.25735270865369947,0.6723247381756225,0.16242082040063988,0.1812628841559003,0.391510257858105,0.7366842507144202,0.3110371522644524,0.15288420837488428,1,5,10,4,0,1,6,2
118,Meet the Robinsons,2007,2000,Disney,Animation,0.33287177752900804,0.5689712824842479,0.10357036592612501,0.12663500005158346,0.46420970662331756,0.7990794967775988,0.39123327260265006,0.19404264636075336,2,5,10,4,0,2,7,2
