,Title,Year,Decade,House,Category,Flesch_Kincaid_score,flesch_score,dale_chall_score,spache_score,ari_score,coleman_liau_score,smog_score,linsear_write_score,Flesch_Kincaid_gl,flesch_gl,dale_chall_gl,spache_gl,ari_gl,coleman_liau_gl,smog_gl,linsear_write_gl,num_words,num_terms,rttr,cttr,mltd,Movie_len,Avg_WordLen_Movie,Avg_PhrLen_Movie,Avg_WordLen_Phrase,Num_Adjectives,Num_Adverbs,Short_Phrases%
218,Almost Angels,1960,1960,Disney,Live Action,0.2658527148487904,0.6814821545166452,0.0428386707260372,0.08020638691437809,0.4245265592311615,0.7679971058918508,0.3038095977528513,0.17499116215792618,1,5,8,4,0,1,6,2,0.2577220077220077,0.3390119250425895,0.5320721367787837,0.5320721367787841,0.6408258381762713,0.17192982456140352,0.09185803757828803,0.41120507399577166,0.14814814814814814,0.1928071928071928,0.30823863636363635,0.025861755838872545
219,The Monkeys Uncle,1965,1960,Disney,Live Action,0.4348425386531715,0.4305629091002601,0.12316233014625387,0.19302144673066826,0.5661833830055452,0.8744720597968373,0.509508183453659,0.2541774057393075,3,6,10,5,2,5,7,3,0.6304792187145128,0.7159284497444633,0.7578644446288695,0.7578644446288696,0.620907606909624,0.6692982456140351,0.17954070981210857,0.2389006342494714,0.2029629629629629,0.08891108891108891,0.0625,0.23739807826376894
220,Robin Crusoe,1966,1960,Disney,Live Action,0.3301292811326649,0.5286934250518316,0.1822396204068707,0.19989874366523186,0.42565743235586345,0.7582573428898279,0.393774791080096,0.15296083146262396,2,5,12,5,0,1,7,2,0.3883147853736089,0.5706984667802385,0.770306516343033,0.7703065163430332,0.3906000028613049,0.47850877192982455,0.1544885177453027,0.19661733615221982,0.24296296296296305,0.06893106893106893,0.03125,0.2064330427006483
221,The Computer Wore Tennis Shoes,1969,1960,Disney,Live Action,0.41189044896340027,0.44417964308658586,0.14888262747047565,0.2028798289355862,0.5372862459119583,0.8543609014765361,0.4863839251027593,0.22482685983742026,3,6,10,5,2,4,7,3,0.6039632069043834,0.7406303236797275,0.8073890410558783,0.8073890410558786,0.6241026732862692,0.37280701754385964,0.16910229645093933,0.4619450317124735,0.24,0.5254745254745254,0.5078125,0.03156867961337235
222,Emil and the Detectives,1964,1960,Disney,Live Action,0.3128379458309954,0.5948804805429693,0.06617495820441542,0.08897869999332098,0.4688126402421633,0.8007573469408591,0.3590081394025444,0.1805413668403018,2,5,8,4,0,2,6,2,0.4155689302748126,0.5127768313458263,0.6551403852138289,0.6551403852138289,0.7476687539399397,0.2692982456140351,0.13152400835073064,0.4418604651162791,0.19111111111111112,0.3646353646353646,0.41903409090909094,0.030011802394199965
223,The Incredible Journey,1963,1960,Disney,Live Action,0.43156202164713664,0.4653560386518567,0.053873461353271535,0.10535752313143132,0.5640255014874029,0.8691196260786372,0.5290361507946748,0.2829075574120018,3,6,8,4,2,5,7,4,0.3146150352032705,0.5046848381601363,0.7537239100437225,0.7537239100437227,0.8092489043392376,0.16403508771929826,0.16701461377870552,0.6183932346723043,0.13037037037037036,0.35664335664335667,0.31392045454545453,0.006743190514073569
224,Summer Magic,1963,1960,Disney,Live Action,0.3432753271791322,0.5562678006665736,0.06880126792473162,0.10282692265997673,0.4887915974575399,0.8178739824437415,0.3849479852898041,0.1994161467962014,2,5,8,4,0,3,6,3,0.5883488530547355,0.7146507666098808,0.7867974798524905,0.7867974798524906,0.6839238181672321,0.40153508771929824,0.13569937369519824,0.4386892177589852,0.1392592592592593,0.5904095904095904,0.5113636363636364,0.2588598861373458
225,Kidnapped,1960,1960,Disney,Live Action,0.3609302425390706,0.6260936504370149,0.05447461315851498,0.13302766333933316,0.5089947893990137,0.8226466184684611,0.35774122114507745,0.29021388718219154,2,5,8,4,0,3,6,4,0.601237792414263,0.6384156729131175,0.6822899506727881,0.6822899506727882,0.6652220443600436,0.3232456140350877,0.10855949895615868,0.5295983086680761,0.14814814814814814,0.5584415584415584,0.4616477272727273,0.02529127593066212
226,Follow Me Boys,1966,1960,Disney,Live Action,0.3120112309120632,0.61860452759122,0.14525180532255522,0.18727642846889905,0.445736434397324,0.786454204086771,0.36312043588537,0.20116272070955968,2,5,10,5,0,2,6,3,0.8357937769702476,0.7632027257240205,0.6931267059121022,0.6931267059121027,0.4715481381395602,0.5826754385964912,0.12317327766179531,0.3847780126849894,0.20444444444444443,0.7302697302697303,0.7613636363636364,0.16456625120622212
227,Savage Sam,1963,1960,Disney,Live Action,0.26034972246581856,0.7101034312930499,0.09400665146895516,0.1196384313014025,0.4332807121827485,0.7769464633827011,0.2014827363785088,0.1842649218803767,1,5,10,4,0,2,5,2,0.4265273677038383,0.4829642248722317,0.6015156157094218,0.6015156157094221,0.6594983705958255,0.2736842105263158,0.09185803757828803,0.42811839323467227,0.16888888888888898,0.38161838161838163,0.41264204545454547,0.04645645004389399
228,Blackbeards Ghost,1968,1960,Disney,Live Action,0.3557463618665776,0.5450796974903547,0.09656635679340053,0.1438242119590981,0.4986205586679982,0.8257878791665844,0.3997134071804206,0.2118485851976208,2,5,10,4,0,3,7,3,0.5957301839654782,0.7955706984667803,0.8823606529662322,0.8823606529662325,0.7515286494010993,0.3589912280701754,0.14822546972860118,0.4852008456659619,0.1837037037037037,0.5464535464535465,0.5099431818181819,0.013088114998943023
229,Greyfriars Bobby The True Story of a Dog,1961,1960,Disney,Live Action,0.28271997924927816,0.6711490724690243,0.08278195329737092,0.12210337361687905,0.4319807464138445,0.7761902342485945,0.2733331682903967,0.19163162161862146,1,5,8,4,0,2,6,2,0.5351464910288439,0.5132027257240205,0.5649485584421313,0.5649485584421314,0.5669924991312397,0.3221491228070175,0.10020876826722336,0.4904862579281184,0.1274074074074074,0.45854145854145856,0.49715909090909094,0.057994033619434504
230,"Toby Tyler, or Ten Weeks with a Circus",1960,1960,Disney,Live Action,0.28686718833635594,0.6308774062116904,0.092082682374779,0.11022379952841056,0.44003223599685504,0.7767682368577526,0.32314359163603196,0.16609387531556408,1,5,10,4,0,2,6,2,0.4168180785827845,0.49190800681431,0.6229984322927951,0.6229984322927953,0.5210486910159265,0.2962719298245614,0.12108559498956162,0.3763213530655391,0.20148148148148148,0.37462537462537465,0.3991477272727273,0.1411718052939427
231,Moon Pilot,1962,1960,Disney,Live Action,0.2958435309671379,0.6254482004499851,0.13773407283724504,0.17439035621476395,0.4283127129302014,0.770717552740331,0.3775526725135614,0.1814813990150096,1,5,10,4,0,2,6,2,0.5070406540994776,0.5958262350936968,0.6951324038494021,0.6951324038494022,0.5688394357666666,0.39166666666666666,0.12108559498956162,0.3509513742071881,0.21777777777777785,0.4835164835164835,0.4900568181818182,0.09036450401055944
232,The Sign of Zorro,1960,1960,Disney,Live Action,0.44424871731491977,0.41758295018232783,0.1701634398338926,0.18673625112914272,0.5089876690919573,0.8318724296136931,0.5351006851290565,0.2616449675006472,3,6,10,5,0,3,8,3,0.5230524642289348,0.686541737649063,0.8035067151770046,0.8035067151770049,0.8119326542208263,0.28399122807017546,0.1983298538622129,0.5591966173361521,0.21333333333333337,0.43756243756243757,0.44176136363636365,0.024479972494412926
233,Big Red,1962,1960,Disney,Live Action,0.2914742046870613,0.6096627128111463,0.13955217144139453,0.09379205652381327,0.41177314696709066,0.751874080715848,0.4055049299177144,0.16260315820184212,1,5,10,4,0,1,7,2,0.2871905518964342,0.4054514480408859,0.6168371595544625,0.616837159554463,0.5420736206807613,0.21271929824561403,0.13569937369519824,0.37420718816067644,0.20444444444444443,0.3026973026973027,0.2606534090909091,0.031985624438454624
234,Rascal,1969,1960,Disney,Live Action,0.3671882250173495,0.5455710650445091,0.14077510562852624,0.1875502649083368,0.4948607083418258,0.8226754142770589,0.4221593045877038,0.23407331166268056,2,5,10,5,0,3,7,3,0.4643424937542585,0.6077512776831346,0.7479838225409955,0.7479838225409959,0.6756136976686175,0.31293859649122807,0.14405010438413357,0.43023255813953487,0.17333333333333334,0.4245754245754246,0.4147727272727273,0.18624896673677163
235,Swiss Family Robinson,1960,1960,Disney,Live Action,0.2490405674219117,0.7029549279515002,0.007678405001533163,0.01041469941206774,0.44150490268550985,0.7783462559828989,0.2974722578943586,0.16559108872090267,1,5,8,3,0,2,6,2,0.5567794685441745,0.4948892674616695,0.5279817302025934,0.5279817302025938,0.4816291053769269,0.3706140350877193,0.10647181628392477,0.42389006342494717,0.1718518518518518,0.3676323676323676,0.6335227272727273,0.034920634920634915
236,In Search of the Castaways,1962,1960,Disney,Live Action,0.3455912515704261,0.5655247444261189,0.07078467210578321,0.10590115591986272,0.4878934571984762,0.8179199057704079,0.3942444242291667,0.21272988280145666,2,5,8,4,0,3,7,3,0.5038610038610039,0.6000851788756388,0.7034355689470569,0.7034355689470569,0.6620297196573164,0.31842105263157894,0.13361169102296455,0.4587737843551797,0.1718518518518518,0.5014985014985015,0.48863636363636365,0.04031046054392358
237,Multiply That Darn Cat,1965,1960,Disney,Live Action,0.33890527161703743,0.5679379234601645,0.08099637432507045,0.12441126513627475,0.4832326046804673,0.8140461503012542,0.410475362059325,0.2053412226455568,2,5,8,4,0,3,7,3,0.3708267090620032,0.5626064735945486,0.7777850723858151,0.7777850723858153,0.764312242534077,0.23355263157894735,0.13361169102296455,0.4482029598308668,0.17925925925925923,0.31868131868131866,0.3181818181818182,0.03424723424723425
238,The Shaggy Dog,1959,1950,Disney,Live Action,0.3052024887113701,0.5984451721716959,0.11482563827628388,0.13932596849517176,0.4386412726200266,0.7761658892481524,0.3505778307872605,0.17006810659396146,2,5,10,4,0,2,6,2,0.5362253009311834,0.6260647359454855,0.7127185900030966,0.712718590003097,0.5520101168169164,0.3910087719298246,0.12734864300626303,0.3720930232558139,0.20148148148148148,0.5324675324675324,0.53125,0.09352621632386714
239,Treasure Island,1950,1950,Disney,Live Action,0.2822140487619685,0.677600810390175,0.07831302591033074,0.13287988679681073,0.4652623833784573,0.8010501722990091,0.2972742404592124,0.1985817664153804,1,5,8,4,0,2,6,3,0.4465137406313877,0.5864565587734242,0.734202151204854,0.7342021512048544,0.8378101494394955,0.2515350877192982,0.12317327766179531,0.5105708245243128,0.16740740740740734,0.3176823176823177,0.37357954545454547,0.0365451489137827
240,Johnny Tremain,1957,1950,Disney,Live Action,0.39433701945987537,0.5130478324036599,0.09117519954314346,0.1620579897911938,0.5282125975598551,0.8457381773765429,0.4811529973481319,0.2572495132785313,3,6,10,4,2,4,7,3,0.5157279127867364,0.692504258943782,0.8179287874894233,0.8179287874894237,0.7180763596624543,0.3043859649122807,0.1524008350730689,0.4947145877378435,0.1511111111111112,0.45554445554445555,0.37855113636363635,0.24468930558240437
241,Davy Crockett and the River Pirates,1956,1950,Disney,Live Action,0.3625528182280561,0.5531452184754864,0.11221348842707812,0.1860337321705781,0.5238411310732322,0.8440949102700006,0.3496017201916427,0.22570086521338106,2,5,10,4,2,4,6,3,0.3990461049284579,0.5549403747870528,0.7346445730178319,0.7346445730178324,0.9062331874776782,0.23399122807017542,0.13361169102296455,0.4841437632135306,0.1777777777777778,0.3876123876123876,0.3806818181818182,0.024420024420024423
242,Old Yeller,1957,1950,Disney,Live Action,0.2860649952116322,0.6771004527828497,0.07337811277439565,0.12584323277458398,0.4481135755449662,0.7886163179573883,0.22254185538204446,0.19904229487283667,1,5,8,4,0,2,5,3,0.393254599136952,0.4531516183986372,0.5852523143181084,0.5852523143181085,0.6292818929919362,0.2344298245614035,0.08977035490605423,0.4852008456659619,0.14370370370370378,0.3956043956043956,0.38778409090909094,0.00975115384088637
243,Westward Ho the Wagons,1956,1950,Disney,Live Action,0.41818998180561257,0.5633354739339658,0.07089429959727434,0.15910515952151505,0.5898342491429135,0.8708105217968318,0.4084108975051677,0.3350358745779876,3,5,8,4,3,5,7,4,0.2622075857369975,0.41439522998296413,0.6663492229006315,0.6663492229006318,0.6261161583086138,0.15394736842105264,0.14196242171189977,0.4809725158562368,0.08444444444444443,0.2907092907092907,0.2393465909090909,0.7063492063492063
244,Third Man On the Mountain,1959,1950,Disney,Live Action,0.2902417409804965,0.6589429399383171,0.035408067137658435,0.04652160558300844,0.4417339462091833,0.7834994250961985,0.3144499080549392,0.1966161388577631,1,5,8,4,0,2,6,3,0.5068703156938451,0.4735945485519592,0.5300414483946603,0.5300414483946605,0.5941518689218214,0.3111842105263158,0.10647181628392477,0.45243128964059187,0.16592592592592592,0.3836163836163836,0.48082386363636365,0.0524261836389073
245,The Sword and the Rose,1953,1950,Disney,Live Action,0.4071925960421762,0.481514820459992,0.13241263758331154,0.18434895938936516,0.5334931418101246,0.8504071455798531,0.43467718031094094,0.2447631699776464,3,6,10,4,2,4,7,3,0.38558937088348855,0.6418228279386712,0.88306041636888,0.88306041636888,1.0,0.2195175438596491,0.17536534446764085,0.5010570824524312,0.20000000000000007,0.3626373626373626,0.2911931818181818,0.08805086348624387
246,Tuck Everlasting,2002,2000,Disney,Live Action,0.30133708338717674,0.6223516342946045,0.05587440779888675,0.0654041774001809,0.4621937800543752,0.7969028640014536,0.3642653561504496,0.18663389540636371,2,5,8,4,0,2,6,2,0.3176811265046559,0.4531516183986372,0.6624555351015936,0.6624555351015937,0.5994772372671411,0.21644736842105264,0.1169102296450939,0.39534883720930225,0.20592592592592596,0.2837162837162837,0.32528409090909094,0.06820827990744426
247,The Kid,2000,2000,Disney,Live Action,0.2812737437824578,0.6483980370968774,0.13401262320327534,0.1537131834046721,0.40347868658689184,0.7515681607899076,0.32289578012377484,0.1725777989473401,1,5,10,4,0,1,6,2,0.5714853508971156,0.6333049403747871,0.6961703967169424,0.6961703967169424,0.40995720674825104,0.44649122807017544,0.10647181628392477,0.3488372093023256,0.17481481481481487,0.5094905094905094,0.5142045454545454,0.23389926682494888
248,Sky High,2005,2000,Disney,Live Action,0.3108546485383346,0.5711565605639106,0.11758468972043112,0.13986156286425674,0.4523432842419838,0.7808030873174628,0.3717951651176702,0.1568188363634458,2,5,10,4,0,2,6,2,0.5371337724278901,0.6635434412265758,0.7612805054241084,0.761280505424109,0.7500312402739335,0.40789473684210525,0.14196242171189977,0.3636363636363636,0.21333333333333337,0.43756243756243757,0.4708806818181818,0.1390964590964591
249,Pirates of the Caribbean 1 Curse of the Black Pearl,2003,2000,Disney,Live Action,0.33407863672937305,0.5588562852643073,0.1034017466529068,0.15779865820903138,0.4810893964681687,0.8104044159035341,0.3994707548690111,0.1877269184412461,2,5,10,4,0,3,7,2,0.5234499205087441,0.7005962521294721,0.8218656035037303,0.8218656035037306,0.6610250521205807,0.34232456140350875,0.1524008350730689,0.42177589852008446,0.23111111111111116,0.4225774225774226,0.40767045454545453,0.03422649091940431
250,Max Keebles Big Move,2001,2000,Disney,Live Action,0.29043211308469546,0.6056438275157787,0.14737671992600654,0.16242143629398675,0.4423439722226972,0.7720178757341054,0.3505767919582268,0.1516441469940492,1,5,10,4,0,2,6,2,0.3482852600499659,0.5447189097103918,0.7765769002798617,0.7765769002798619,0.6691824854540845,0.4300438596491228,0.13361169102296455,0.21353065539112048,0.16740740740740734,0.056943056943056944,0.030539772727272728,0.18734957008969685
251,The Pacifier,2005,2000,Disney,Live Action,0.2692872539736858,0.6601823646110696,0.19361490758035335,0.2287158040007932,0.38183193722169495,0.732923833328003,0.3121455283895925,0.16210135000068665,1,5,12,5,0,0,6,2,0.40818759936407,0.5502555366269165,0.7182127194856759,0.7182127194856762,0.5292424036535269,0.32609649122807016,0.11273486430062629,0.343551797040169,0.1718518518518518,0.33466533466533466,0.37144886363636365,0.08599812784974485
252,Snow Dogs,2002,2000,Disney,Live Action,0.2425815545857655,0.698355785910358,0.10033241826512153,0.10033840290548013,0.3938678776956784,0.7378866098494811,0.2627326064484348,0.14771871907478126,1,5,10,4,0,1,6,2,0.3840563252327958,0.5251277683134583,0.7046846850494969,0.7046846850494972,0.5220154795605809,0.29846491228070177,0.10855949895615868,0.3520084566596194,0.18518518518518512,0.37962037962037964,0.34872159090909094,0.1596709439576428
253,Remember the Titans,2000,2000,Disney,Live Action,0.2340411933148225,0.7024072782027595,0.08603558245548082,0.11256039892864313,0.41264851454184015,0.7464093935875683,0.25568137632275434,0.13643782195694892,1,5,8,4,0,1,6,2,0.7742448330683626,0.6963373083475298,0.6511839272098746,0.6511839272098747,0.3709923547555343,0.537719298245614,0.08559498956158662,0.4735729386892177,0.06666666666666665,0.6563436563436563,0.6867897727272727,0.05112834538483633
254,Princess Diaries,2001,2000,Disney,Live Action,0.3502000312186549,0.5833689441283756,0.22317653918143032,0.26477324169119354,0.4373428104833317,0.7798561933137188,0.4334037547797003,0.24103954128406715,2,5,12,5,0,2,7,3,0.7149670679082444,0.8326235093696763,0.8382000813844056,0.8382000813844059,0.6520130605440456,0.5375,0.20876826722338204,0.34989429175475684,0.21925925925925926,0.7582417582417582,0.5852272727272727,0.20904155969091034
255,The Country Bears,2002,2000,Disney,Live Action,0.2676677679831109,0.7337962817129551,0.2609127411311807,0.3176727609907111,0.3537559926653535,0.7184393854990315,0.30894325790318145,0.2261741446918723,1,5,13,5,0,0,6,3,0.4897229161935045,0.5093696763202726,0.5903658385448239,0.5903658385448245,0.2805231455526128,0.4293859649122807,0.07306889352818369,0.30443974630021137,0.125925925925926,0.5594405594405595,0.37144886363636365,0.6594432043650793
256,Around the World in 80 Days,2004,2000,Disney,Live Action,0.3508247538496834,0.4867555383106417,0.15577459985421727,0.1605936748204687,0.4729465036665783,0.7914194403265623,0.3943765356096903,0.14981046996934064,2,6,10,4,0,2,7,2,0.45344083579377703,0.7329642248722317,0.9367791546514608,0.9367791546514612,0.7422803970929739,0.34978070175438597,0.17327766179540705,0.3604651162790697,0.2281481481481481,0.4025974025974026,0.35298295454545453,0.09054684188215344
257,Miracle,2004,2000,Disney,Live Action,0.3460111046706621,0.5263719720463067,0.0905091069456786,0.1193281144226308,0.5039961252337398,0.8252438942595779,0.4031134573163641,0.1786920326100648,2,5,10,4,0,3,7,2,0.7052009993186464,0.7367972742759796,0.7344545239113809,0.7344545239113813,0.6914240696429926,0.45153508771929823,0.16701461377870552,0.45771670190274827,0.19259259259259254,0.5994005994005994,0.5127840909090909,0.03944248709255689
258,Freaky Friday,2018,2000,Disney,Live Action,0.2646330348624121,0.6471580765240783,0.11741641821096505,0.11225075223850957,0.400755782895026,0.738414506952597,0.3103727370870293,0.1422063845751809,1,5,10,4,0,1,6,2,0.5034067681126505,0.5425894378194208,0.6258233064463364,0.625823306446337,0.5759686534528637,0.39013157894736844,0.10229645093945716,0.3456659619450317,0.1955555555555556,0.4015984015984016,0.49076704545454547,0.03930461073318216
259,The Haunted Mansion,2003,2000,Disney,Live Action,0.2822058952140588,0.6290943246896288,0.06374278195382699,0.07027320788880452,0.42541974325366294,0.7627461235690962,0.3148222957941087,0.15585342444803785,1,5,8,4,0,1,6,2,0.4877356347944583,0.5217206132879046,0.6088011783429712,0.6088011783429714,0.3991226324442931,0.3605263157894737,0.11273486430062629,0.36892177589852004,0.1837037037037037,0.44655344655344653,0.4630681818181818,0.029329378810347667
260,Confessions Of A Teenage Drama Queen,2004,2000,Disney,Live Action,0.34497428456768325,0.584164280389956,0.17139464706652266,0.2011763541433197,0.4333530466048611,0.7774704382224585,0.4114633230654845,0.23050146568049776,2,5,10,5,0,2,7,3,0.5164660458778106,0.610732538330494,0.7077348667896859,0.7077348667896861,0.6115737946893909,0.31293859649122807,0.1899791231732777,0.44926004228329797,0.20000000000000007,0.4785214785214785,0.4744318181818182,0.05587469002103149
261,The Young Black Stallion,2003,2000,Disney,Live Action,0.20737440369569599,0.7015168828145577,0.15565616331618048,0.13389092431013871,0.3596951335721345,0.6623846264161859,0.18505293607596296,0.08584008053920678,0,5,10,4,0,-2,5,1,0.07426754485578016,0.1682282793867121,0.4695498446766813,0.4695498446766816,0.17579898537026212,0.0800438596491228,0.1148225469728601,0.2441860465116279,0.18074074074074076,0.08891108891108891,0.08948863636363637,0.3104831676260248
262,The Rookie,2002,2000,Disney,Live Action,0.26705036039375696,0.7176297481771896,0.1834141174905356,0.20421500239625498,0.4101751148251316,0.7606796645891026,0.26687726193534306,0.2069881121720955,1,5,12,5,0,1,6,3,0.6137292754939814,0.6580068143100511,0.6982918329236154,0.6982918329236159,0.5079485546471822,0.537719298245614,0.06889352818371608,0.328752642706131,0.08148148148148138,0.6883116883116883,0.4872159090909091,0.8469521561575063
263,Herbie Fully Loaded,2005,2000,Disney,Live Action,0.2528436647862761,0.670227261226787,0.09632773687151652,0.1070253471253756,0.4124555659821105,0.7476202652965918,0.2737443542589417,0.14028734386257513,1,5,10,4,0,1,6,2,0.3957528957528957,0.5063884156729132,0.664156427294386,0.6641564272943861,0.6827848774613898,0.3030701754385965,0.10647181628392477,0.36257928118393234,0.16296296296296298,0.35864135864135865,0.30042613636363635,0.0806159420289855
264,102 Dalmatians,2000,2000,Disney,Live Action,0.30314515584703505,0.6463435950576923,0.4268835141295405,0.4667000069891342,0.3104335572424991,0.6871372244923312,0.37653339627147664,0.21277260267223952,2,5,14,6,0,-1,6,3,0.41193504428798544,0.5907155025553663,0.7749274104307968,0.774927410430797,0.2040905761556588,0.4024122807017544,0.14822546972860118,0.2822410147991543,0.16000000000000003,0.5184815184815185,0.2897727272727273,0.42564419707276846
265,The Shaggy Dog,2006,2000,Disney,Live Action,0.24482981032582266,0.6879012102626945,0.15470640511471326,0.14499790882037197,0.4107196740453274,0.7476520146574052,0.3050022992339314,0.1453815199463382,1,5,10,4,0,1,6,2,0.5371337724278901,0.6345826235093697,0.7232183205489886,0.723218320548989,0.4354821786618601,0.4219298245614035,0.10229645093945716,0.34989429175475684,0.17629629629629628,0.5764235764235764,0.46732954545454547,0.07014391324222505
266,The Chronicles Of Narnia-The Lion The Witch And The Wardrobe,2005,2000,Disney,Live Action,0.26343310902899564,0.6559390792178923,0.05907965145197003,0.06657846125694566,0.4358693038772809,0.7673236321911727,0.2818610275694401,0.14581782184606418,1,5,8,4,0,1,6,2,0.35123779241426295,0.4578364565587734,0.6327938690889794,0.6327938690889796,0.7424694988898828,0.243859649122807,0.1148225469728601,0.41120507399577166,0.16296296296296298,0.28471528471528473,0.40340909090909094,0.10812666719488682
267,The Princess Diaries 2 Royal Engagement,2004,2000,Disney,Live Action,0.37030721119219545,0.5199170957686965,0.21010404442665495,0.24802305639415376,0.4394261251323745,0.7821970030101301,0.4479393098071611,0.2188883023127919,2,6,12,5,0,2,7,3,0.6564274358392006,0.8087734241908007,0.8511761014740727,0.8511761014740731,0.4561713421888982,0.4666666666666667,0.1586638830897703,0.41543340380549676,0.17925925925925923,0.6663336663336663,0.5411931818181819,0.12228949289364079
268,Eight Below,2006,2000,Disney,Live Action,0.2284591794679902,0.7087904971784238,0.08266104826736376,0.09388289087907488,0.404173313834952,0.738033512615049,0.25836720424768145,0.13301253712672387,1,5,8,4,0,1,6,2,0.3752555076084488,0.4412265758091993,0.5829593520862066,0.5829593520862069,0.4999747554176632,0.29254385964912283,0.10229645093945716,0.3551797040169133,0.16000000000000003,0.36063936063936064,0.3465909090909091,0.06746031746031746
269,The Lizzie McGuire Movie,2003,2000,Disney,Live Action,0.3554320399046346,0.5616304202618978,0.1182211351351642,0.1555860039604149,0.4808990211275053,0.8126492324105254,0.4343280190336936,0.2301827184993489,2,5,10,4,0,3,7,3,0.5356575062457416,0.6256388415672913,0.7125933686262379,0.7125933686262382,0.4506517850477471,0.38399122807017544,0.12526096033402923,0.37420718816067644,0.20148148148148148,0.44255744255744256,0.4794034090909091,0.10742953708733176
270,Pirates of the Caribbean - Dead Man's Chest,2006,2000,Disney,Live Action,0.2882659926171499,0.6297154042282624,0.0641269182569073,0.09418845947793264,0.4459824407579218,0.7815347615998558,0.3407865184245009,0.1690005710912677,1,5,8,4,0,2,6,2,0.4745627980922098,0.6422487223168655,0.786898073446763,0.7868980734467634,0.6255750432527607,0.3160087719298246,0.13569937369519824,0.43446088794925997,0.16888888888888898,0.32367632367632365,0.37144886363636365,0.07012741957222689
271,The Santa Clause 2,2002,2000,Disney,Live Action,0.2830548522090183,0.6181304127845046,0.09953678580259863,0.10605338590128864,0.4261776695532641,0.7595746448837385,0.3094637599135253,0.14683497840587592,1,5,10,4,0,1,6,2,0.5545650692709516,0.6609880749574106,0.7442030284641903,0.7442030284641907,0.6214211591235416,0.4230263157894737,0.12108559498956162,0.36469344608879484,0.17333333333333334,0.5284715284715285,0.4708806818181818,0.06997020369977279
272,The Greatest Game Ever Played,2005,2000,Disney,Live Action,0.3028084748809483,0.595391216495516,0.09077424126823808,0.10909643378675572,0.4580317139356753,0.7883078693779273,0.3551488968108596,0.16367072903039345,2,5,10,4,0,2,6,2,0.3182489211900977,0.469335604770017,0.6891368441598792,0.6891368441598793,0.7472849135660227,0.21140350877192982,0.13987473903966596,0.42494714587737836,0.18222222222222229,0.24875124875124874,0.2713068181818182,0.021445137194662813
273,National Treasure,2004,2000,Disney,Live Action,1.0,0.024436558626477426,0.31089499878811044,0.7065759790078009,1.0,0.9374868373230226,1.0,1.0,10,8,13,7,10,7,11,14,0.4656484215307745,0.6320272572402045,0.7809778812369418,0.7809778812369419,0.5754815959996664,0.3594298245614035,0.1565762004175365,0.3604651162790697,0.16148148148148145,0.32867132867132864,0.30894886363636365,0.08824258448318599
274,Holes,2003,2000,Disney,Live Action,0.2833425027420444,0.6521912729584171,0.09533872682842416,0.1271743902492063,0.4342158251712775,0.7757108592778478,0.33716057512434394,0.1808213322232364,1,5,10,4,0,2,6,2,0.7419373154667273,0.7044293015332198,0.6768178050327437,0.6768178050327436,0.4159411938660312,0.537719298245614,0.10438413361169097,0.40591966173361516,0.14962962962962956,0.5334665334665335,0.7329545454545455,0.024452686923182598
275,Glory Road,2006,2000,Disney,Live Action,0.309692676719322,0.5989856499245629,0.0804109007210494,0.12179365838375313,0.4791494119573548,0.8080449572333586,0.34154241763981785,0.17730883403563102,2,5,8,4,0,3,6,2,0.7204746763570293,0.7453151618398638,0.7351107165647102,0.7351107165647104,0.6298836548280854,0.46578947368421053,0.13778705636743216,0.4534883720930232,0.16740740740740734,0.6113886113886113,0.5589488636363636,0.03062760786338022
276,Ice Princess,2005,2000,Disney,Live Action,0.33508630922331106,0.6279000990858825,0.2769082924260655,0.3316720842417126,0.40082164290617217,0.7512476916837749,0.3880091901426679,0.25115992485352584,2,5,13,5,0,1,6,3,0.4887008857597093,0.6281942078364566,0.7545824569205141,0.7545824569205144,0.4110832052324974,0.3543859649122807,0.1189979123173277,0.39957716701902746,0.13629629629629625,0.4985014985014985,0.41264204545454547,0.24179832151696157
277,Stargirl,2020,2010,Disney,Live Action,0.3191729925377408,0.6399737433284916,0.059383186778311774,0.07853376353015895,0.4765988355336356,0.8088687487911438,0.36585933705589946,0.2330194308179963,2,5,8,4,0,3,6,3,0.42170111287758333,0.4416524701873936,0.5445241436291577,0.5445241436291579,0.4210677166775372,0.2682017543859649,0.10647181628392477,0.45243128964059187,0.14074074074074072,0.37162837162837165,0.4296875,0.04303727076004304
278,Pete's Dragon,2016,2010,Disney,Live Action,0.22272474201030126,0.7375604790504688,0.058250686131547276,0.015925919080012733,0.3839887410637722,0.7315020421265322,0.2299557228982088,0.14750184376153458,1,5,8,4,0,0,5,2,0.2545991369520781,0.3091993185689949,0.4798955783530348,0.4798955783530346,0.4333577538489628,0.17916666666666667,0.09394572025052195,0.39640591966173355,0.1703703703703704,0.13986013986013987,0.28764204545454547,0.018690607444741953
279,Lady and the Tramp,2019,2010,Disney,Live Action,0.2187174136486065,0.7255433859968523,0.07275786976902343,0.07149033694882823,0.374323576015016,0.7152773848336098,0.2423786306065009,0.1306376427390951,1,5,8,4,0,0,5,2,0.5304337951396776,0.5362010221465077,0.598363867776921,0.5983638677769212,0.47626889302889003,0.46578947368421053,0.08141962421711901,0.3181818181818182,0.1511111111111112,0.4975024975024975,0.5703125,0.09698742490070403
