frame_id,centroid_id,red,green,blue
0,0,0.8313130129733259,0.8314674530140373,0.8788745034672331
0,1,0.7674416735493264,0.7733369088436297,0.7828910329432583
0,2,0.6926475572434859,0.7158314393372892,0.7124510302341855
0,3,0.7891759972785142,0.6560068432703752,0.44317719041352177
0,4,0.5588662532843218,0.6219197609982421,0.6457802565321876
0,5,0.6476793419451508,0.48737456054094597,0.2695402685920004
0,6,0.37509532903483966,0.5662460634098165,0.5731868575138286
0,7,0.14594546753009238,0.43656271681650627,0.4401516215077304
0,8,0.21743898805837553,0.5178277967467849,0.509762188404693
0,9,0.26321082649926747,0.17989492985948408,0.1427761466032107
1,0,0.3289478811773888,0.4444542275769521,0.5100695336137064
1,1,0.27376829850801887,0.36048617151969203,0.41869103780692574
1,2,0.46669491109519645,0.5671042549930999,0.5877445221333145
1,3,0.6019830457635009,0.665434030336222,0.5591867150356734
1,4,0.6766629654682907,0.7230200077428128,0.7084699586062089
1,5,0.7532919664894335,0.7672082390157953,0.774773382082167
1,6,0.7956912797670554,0.8157485882824109,0.8431626171114109
1,7,0.8110977527586434,0.7386651967656962,0.49998886000205
1,8,0.7555018079646899,0.5928716254835751,0.3109386374985665
1,9,0.042419333873323965,0.014440011598812325,0.027655357910764695
2,0,0.43369223192579126,0.5261692713131424,0.548442788632013
2,1,0.3633245131962995,0.4409408842057847,0.492524385852252
2,2,0.6776854551072173,0.7037323848655448,0.6906566348914605
2,3,0.773666649734332,0.7779318635916944,0.7601261471772756
2,4,0.8689196789110232,0.8646201669822657,0.8338091078909883
2,5,0.5488675937007417,0.6212019203492629,0.6029885007785319
2,6,0.4733567262534962,0.39900234915413973,0.3378659581727751
2,7,0.2063652419815843,0.12582194809389471,0.08620006545101445
2,8,0.708019089773962,0.6820769559497895,0.4729190690034336
2,9,0.8127574586569837,0.5589614478837347,0.25564620008588756
3,0,0.3787448554156962,0.48751903725449836,0.5505823671882645
3,1,0.2986483164197049,0.4118436905383897,0.5021454402734795
3,2,0.4877736166513961,0.5518162744801621,0.5677467098227174
3,3,0.7408972460869004,0.7462601851883592,0.7088180785556903
3,4,0.8651801611610928,0.8406675647356981,0.8047754045220814
3,5,0.12095058030444547,0.37283453359676383,0.4003353656378008
3,6,0.06801782073545512,0.04399405975485723,0.022938407712293236
3,7,0.6127117519212151,0.5570436854504418,0.42249653713394514
3,8,0.43972066713856034,0.3070829081749408,0.2139599018229664
3,9,0.788658337541884,0.6968423980267642,0.5096631022696528
4,0,0.33038207251353846,0.4311122109826293,0.5822544658274801
4,1,0.1568154774941331,0.363714905172816,0.4681023973252778
4,2,0.145404525110001,0.08460171341931381,0.1590469558152544
4,3,0.45156346550430465,0.5282789566321168,0.6171139934078013
4,4,0.7022761682142086,0.7224187057251129,0.7760871523235766
4,5,0.8891937874320548,0.8532195843250638,0.8805391148551808
4,6,0.5247333915024659,0.36893283889577566,0.3398943260864599
4,7,0.6063943912895429,0.5664197261865934,0.501844149796359
4,8,0.8364210778861523,0.6403655477764172,0.4880544831948685
4,9,0.2916306275274491,0.5870595039143587,0.6188694128703225
5,0,0.29037823283687314,0.39371803790066645,0.4927372419815256
5,1,0.39413348693204303,0.4904407019288539,0.5704015167878328
5,2,0.541574868388844,0.6106603019860773,0.6408365815800515
5,3,0.10734309850416804,0.036940866465265926,0.059752615670905077
5,4,0.6658299119270042,0.6894042574760031,0.6572786565894081
5,5,0.7558083482511617,0.7749947372630436,0.7954526688197697
5,6,0.9132115236704744,0.8718358052579033,0.8871086455790564
5,7,0.8195041351367401,0.7552148425483342,0.6704658950087949
5,8,0.6097709604547034,0.3606685478619538,0.2778107388916637
5,9,0.8149272612270411,0.6913030939727354,0.38832059829242555
6,0,0.43390039156334015,0.5650048887859208,0.4571677377993995
6,1,0.34268263384524483,0.49694167749831897,0.3965063583292808
6,2,0.35082786629186624,0.34555064832004795,0.3140510965050261
6,3,0.4647577461018489,0.4544712964821945,0.41598030850565704
6,4,0.49759774277208857,0.6026768095981287,0.5085173563920851
6,5,0.6659477608686647,0.5977488044884548,0.5967226267823428
6,6,0.7674847730476582,0.6918075319206323,0.6784696368790303
6,7,0.2681945748691585,0.2367208965726191,0.23072885314578223
6,8,0.5505363619105265,0.503130894002273,0.48047253102171633
6,9,0.19750116818101854,0.13687502321686892,0.14000086025036354
7,0,0.641804498876333,0.6674419084142604,0.6661380177728394
7,1,0.4787508357498545,0.6116427290237747,0.50769710595372
7,2,0.3685199668857491,0.5482918414235713,0.4198240310042172
7,3,0.287898011706103,0.5029103005425919,0.3444509840118522
7,4,0.19696297066559362,0.4338255291238072,0.26345632895522236
7,5,0.8577191117411131,0.8609725667375393,0.8593122489959525
7,6,0.505481559647886,0.5303377502098348,0.41804956796399956
7,7,0.034597649858727215,0.022116352118597065,0.036267072647823105
7,8,0.3776034955779352,0.3659746509242956,0.35250466749060294
7,9,0.5496469355591642,0.2781738380129789,0.18159090308778314
8,0,0.38452989451913333,0.5635173670749978,0.48904002303959526
8,1,0.3284836272039783,0.4972550995209022,0.41109863189604906
8,2,0.5381299327775688,0.6062432852709466,0.5085642866304702
8,3,0.7322475506459707,0.6868034141327443,0.7519601337548648
8,4,0.30430727877660824,0.24900840804410684,0.27028201640082755
8,5,0.06227201991903469,0.02294498046125312,0.047060898433404844
8,6,0.5799385568212957,0.418000616067368,0.43687408509907544
8,7,0.8047432027120229,0.6076050350383786,0.602970136734254
8,8,0.48685683428563115,0.5616645139633847,0.42120186518970143
8,9,0.5335925469664308,0.17712931594972942,0.17092615405671457
9,0,0.8787707483091566,0.8719431745894521,0.8737461283442547
9,1,0.7522118582260048,0.7704918361721738,0.7953506834303833
9,2,0.650395620534949,0.7140577001324451,0.6932678855982998
9,3,0.5311423921500175,0.6423311962109421,0.6094230449067511
9,4,0.3612974728887484,0.5148951765421437,0.5630440887390861
9,5,0.41457130054542873,0.37636088320280303,0.34164650257261375
9,6,0.8606578520356288,0.7667811940579687,0.6793193262355874
9,7,0.09647150464260969,0.047622414013219594,0.03250300287026105
9,8,0.7491440581874345,0.6910885651863188,0.4700315669286281
9,9,0.7981154942628881,0.5818145398702315,0.2358582149193809
10,0,0.4174893258274127,0.5568206311650397,0.4984510308978108
10,1,0.5441192665828668,0.6194137903194366,0.564956691027101
10,2,0.3399252062873377,0.46391612725259435,0.4216887911456754
10,3,0.2902673173407809,0.31074583709528425,0.32155681779223066
10,4,0.17376987333483426,0.19538974000398984,0.2021986612507222
10,5,0.8292658095231384,0.7978949502886279,0.837133871107458
10,6,0.05407009993667643,0.06391923830529686,0.05797114462629121
10,7,0.5195861686017438,0.5544830405821236,0.4620816687797827
10,8,0.37605332345480746,0.21028807219560108,0.12393484289546881
10,9,0.6975525669930158,0.332046814973641,0.18795570761138822
11,0,0.2900359075824762,0.45333689268553073,0.23364530008476467
11,1,0.35696862407897667,0.4344662384300234,0.5389500446782183
11,2,0.47799192340539165,0.44425547559069267,0.6308737341875899
11,3,0.235969721474085,0.30623977341389197,0.40224871552012886
11,4,0.6013523179096133,0.5407845849674257,0.677494290652189
11,5,0.6738678523888845,0.6316294345267207,0.743383651005066
11,6,0.4984629000454735,0.5381541888260377,0.5655785376298964
11,7,0.5695903493002353,0.6503360023164332,0.8754090273561937
11,8,0.10817127139586788,0.179297354167854,0.2581097020136878
11,9,0.0050785635198079765,0.0074726115009322676,0.037814411245278956
12,0,0.3414942730905982,0.430290908052189,0.5414033220434206
12,1,0.4372878689753323,0.5347217132137682,0.6399263178856918
12,2,0.6052415706899463,0.38972592144675844,0.32173362770879244
12,3,0.34785163556067517,0.2762643045734249,0.21629531975786243
12,4,0.501722153536,0.6035711200154893,0.7129285646900335
12,5,0.688409694044151,0.7246717852774649,0.7073569232181472
12,6,0.7934585825616975,0.8077840192593797,0.8486965943089868
12,7,0.8403736523917462,0.759255683516073,0.452716479323267
12,8,0.03300174172517858,0.013366081560742798,0.037365853966965644
12,9,0.28229151139833697,0.6401682995243536,0.7365414583248282
13,0,0.8795094183634502,0.8839002301971937,0.8681214217361928
13,1,0.7439910302709276,0.7779734786307271,0.7864472039671916
13,2,0.6649196105661155,0.7246511259471807,0.6763097351047712
13,3,0.5371130491609536,0.650130442336972,0.6041754514264326
13,4,0.3624488092616469,0.520327455303949,0.5553969784635054
13,5,0.41092207729294233,0.387349973961197,0.33816928871616003
13,6,0.10457377044288202,0.05129321023588028,0.05070100501769529
13,7,0.8774691223639828,0.7955859373110159,0.7005815106698905
13,8,0.7890254681394796,0.6985379848630594,0.4134419742114705
13,9,0.7939622532582298,0.5830927054718222,0.21703622808414325
14,0,0.016591907186499853,0.006232822835275944,0.00710366329459609
14,1,0.2202915342340908,0.22383594197145576,0.25041221528090707
14,2,0.38784347240561673,0.4036318155573868,0.40524419541726336
14,3,0.5551680524165876,0.5857374885096314,0.5309814584980699
14,4,0.6532011530899591,0.6955279239068686,0.6359252617035643
14,5,0.5958712414559121,0.704792080541467,0.8425401528670668
14,6,0.6518814859691285,0.4806008916928982,0.6560969198120236
14,7,0.8501344859341768,0.41741533409095816,0.45183311381296243
14,8,0.7986299462353086,0.455696704114171,0.22845711946660252
14,9,0.7636391213955545,0.6664245635187791,0.3698878171686654
15,0,0.3713690271499357,0.4588013516004713,0.5799550795494011
15,1,0.1545267862682767,0.394424505493846,0.4543033894605179
15,2,0.47905662683481326,0.5577197908452042,0.6137000741719442
15,3,0.07155316147233842,0.037686440486150705,0.07047280628299402
15,4,0.6357091808685859,0.7090283122594957,0.7663413963716417
15,5,0.6543180691530279,0.6145317321526217,0.5416311826550637
15,6,0.805353306329157,0.798026477806317,0.8457687795777076
15,7,0.8341525134344707,0.7189568843119113,0.5552253434218147
15,8,0.3140240146886883,0.6074395936154746,0.6591159995855047
15,9,0.21057369239264273,0.5287557670126861,0.559998401534507
16,0,0.28985667069647625,0.34092279894017163,0.44202450766056267
16,1,0.43025584974110687,0.4225097835392681,0.4495847091435629
16,2,0.6266507967735307,0.5400241327300246,0.4298718604499069
16,3,0.10300536768035998,0.03656498931422055,0.0191971717772364
16,4,0.5841041736760357,0.6086970148084211,0.6451209301396714
16,5,0.7990990812740296,0.6193148231374878,0.3730380143985374
16,6,0.7794534901961581,0.7429632717087274,0.78636549019613
16,7,0.9213788452803391,0.8654483760297453,0.8845092315343042
16,8,0.3544944711023914,0.5597505799838903,0.5670912441289515
16,9,0.263394271357698,0.5118191677785288,0.5022936416906494
