frame_id,centroid_id,red,green,blue
0,0,0.797735651544498,0.7452574030719507,0.7584132933578167
0,1,0.7197834675628628,0.6377444892891415,0.6390657815439723
0,2,0.6225199504440802,0.5113944201047592,0.5117453264397848
0,3,0.9143545289846413,0.8865097836390167,0.8782436170745815
0,4,0.40616948699831196,0.39021425616882066,0.4790750128449805
0,5,0.4062270229558137,0.28035357953929424,0.3048905942515364
0,6,0.22478441826591317,0.05286159515480185,0.034221141972401475
0,7,0.1512510892888684,0.2074605828678186,0.3653413705796215
0,8,0.045668881394405225,0.09292403681963923,0.2398375637856877
0,9,0.017609750473904878,0.009617799017283235,0.05406493329572918
1,0,0.09799726683783276,0.2706606727385075,0.2575946876324469
1,1,0.027879766763201065,0.01939152714278842,0.03426950088698569
1,2,0.25585307543236735,0.3936777834931136,0.4440702530806034
1,3,0.4950263147132566,0.5266470682609617,0.6421582783603011
1,4,0.35713388860919,0.24782210243560968,0.13788269931223893
1,5,0.5178786669573833,0.3964357853080014,0.3655597745077846
1,6,0.026841457344407366,0.09558645761109075,0.41769172310805336
1,7,0.6950731936214781,0.6880873734806253,0.7950599349518873
1,8,0.6749526691956825,0.5418102202469891,0.5157384681400717
1,9,0.9003941290816347,0.8896954180525517,0.9392563370650127
2,0,0.010127133884182961,0.025837733586882457,0.04303918962373407
2,1,0.2549017509513798,0.24269219914409665,0.33881060369992483
2,2,0.062073762288605894,0.10048362336616631,0.14422885948573727
2,3,0.1438185685916523,0.18273769708791646,0.2353228067277066
2,4,0.6132700822265177,0.6027923573567793,0.7182456768464814
2,5,0.356570059569151,0.3583771955763191,0.465717873878515
2,6,0.48748237784566356,0.47202765584952644,0.5870152703100856
2,7,0.8164445497469787,0.7695758454729383,0.8537969524436959
2,8,0.8966574538606155,0.8351698481874618,0.9006936654400861
2,9,0.5969819774559957,0.2210569405215049,0.1964364261551802
3,0,0.16463517909306355,0.23649290724959698,0.2761519838684639
3,1,0.3522202877888236,0.3791174414301729,0.3873809752285481
3,2,0.11286120745205179,0.3091078367067164,0.5797049320420689
3,3,0.02250845165651698,0.02865210993114771,0.046866324623292425
3,4,0.5670184856618521,0.5147565574308961,0.48740970737348577
3,5,0.573763905808411,0.6878352571294227,0.625346464195707
3,6,0.8204175227145106,0.6725411673261558,0.6228821452035985
3,7,0.7696464646976344,0.7484296097952862,0.8186068967992226
3,8,0.8928942037325174,0.8691875915243025,0.9161184564497552
3,9,0.6840030682199294,0.5986077951963007,0.7232486148493098
4,0,0.11799107236117076,0.06639136298525984,0.07479485697448242
4,1,0.011571485239651215,0.004763549971047396,0.007239352367344779
